mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
254.61224174499512,2.2354654585519658,8.206610600153605,0.053616232640018656,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9111256345291279,0.9090599241194357,0.9104115355335632,0.9101990313940423,0.0008566050747623072,25
650.3132464090983,71.89085031111408,24.56774131457011,0.10381831105665612,10,2,300,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 300}",0.9113060603347954,0.9096157121471534,0.9108978261648104,0.9106065328822531,0.0007201657592589036,22
1069.5800705750783,138.46347831392492,29.048844893773396,9.05087103181631,10,2,500,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 500}",0.9114717122987281,0.909604317191674,0.9112698242222461,0.9107819512375496,0.0008367819940542377,20
203.43669509887695,13.412860062498515,5.79717477162679,1.7378128844604555,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.9105809017142243,0.9095929216232934,0.9094168795661333,0.9098635676345502,0.0005122979848152225,27
717.4084112644196,98.04508974939014,17.08756963411967,5.170139766677232,10,5,300,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 300}",0.9111190689346463,0.909506562432762,0.9109284921402228,0.9105180411692103,0.0007194427493361888,23
1010.5896073182424,69.25058542238365,29.05059003829956,9.16524579505317,10,5,500,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 500}",0.9114472388794415,0.9095000313769084,0.9112322245192006,0.9107264982585169,0.0008716740799707131,21
242.54919425646463,15.786789401533559,7.01286784807841,1.7428530571241854,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9105436174881988,0.9092311279301254,0.9104748941047938,0.9100832131743726,0.0006031681210931637,26
646.3361161549886,83.09380084297257,21.301905314127605,5.425832378583064,10,10,300,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 300}",0.9112475828976581,0.9094967859928458,0.9107839977078185,0.9105094555327741,0.000740653992488457,24
1184.8297084967296,81.94951659729499,29.518987496693928,9.085531605641084,10,10,500,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 500}",0.911616252013603,0.9095684601179698,0.9115099674313732,0.910898226520982,0.0009412874580558949,19
353.87170306841534,37.52175762255987,11.433548529942831,3.0377278612265064,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.9271283634759594,0.9239562228494077,0.9265166694618284,0.9258670852623986,0.001374066656017019,15
905.6780860424042,29.022257326993998,27.82375653584798,9.024818629646429,20,2,300,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 300}",0.926285305621529,0.9240201716358489,0.9262431134341008,0.9255161968971596,0.0010579898336089046,18
1628.9190127849579,218.92370730015045,45.73459768295288,14.707922648831213,20,2,500,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 500}",0.9268929734308682,0.9249142533856652,0.9273240430411007,0.9263770899525449,0.0010492452424691765,10
355.9431053797404,44.629684777777335,11.408090750376383,3.009888627779882,20,5,100,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.9264206075265495,0.9247471532640215,0.9270470325637202,0.9260715977847638,0.0009708130778516757,13
1061.8440613746643,125.48712543685089,27.64159345626831,8.94128625626129,20,5,300,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 300}",0.9264666937377518,0.924039210135183,0.9264718863094713,0.9256592633941354,0.0011455526067018066,17
1795.7966969807942,213.75514811334762,57.48904275894165,15.514233339480372,20,5,500,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 500}",0.9264869445474286,0.9244959320834807,0.9273335038498514,0.9261054601602536,0.0011894259499354444,11
325.24974608421326,44.87673485416731,9.393041849136353,3.055155324610635,20,10,100,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 100}",0.9267427391384925,0.9244660623479991,0.9270156061154093,0.926074802533967,0.0011429925156459207,12
1060.8254903952281,97.9064078343177,33.74745583534241,8.769855680728597,20,10,300,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 300}",0.9271403996294826,0.9240759417520392,0.9261035027769684,0.9257732813861633,0.0012726639110844252,16
1623.9097304344177,206.57624393312884,35.55503169695536,0.2558627416048609,20,10,500,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 500}",0.9269226696784668,0.9246018763318684,0.9265976506305877,0.9260407322136409,0.0010260406202987982,14
579.5347855091095,58.580401475919146,20.529731273651123,5.742387629743889,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.9613364508149503,0.9606105783891844,0.9617729375058132,0.961239988903316,0.00047940821457265973,1
1643.4828057289124,13.254019440410453,62.81977073351542,17.85840907911998,,2,300,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 300}",0.9613107088095016,0.9605630939675763,0.96177616950041,0.9612166574258293,0.0004996814379635181,2
2576.1201334794364,63.988277071303926,50.069040854771934,7.7377154120810605,,2,500,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 500}",0.9612823423759256,0.9605461537158442,0.9617368073990159,0.9611884344969286,0.000490596959914409,3
617.1547229290009,66.04028589865014,21.257631142934162,6.029131903683469,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.9605601091738221,0.9599545631792211,0.9609791606710568,0.9604979443413667,0.0004205935130777752,6
1897.289403518041,61.45006172904594,65.90944774945577,1.7669743439324737,,5,300,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 300}",0.960518062689654,0.9602210600371259,0.9611436019398576,0.9606275748888793,0.0003845045139815576,4
2246.0229886372886,56.25515697963496,15.180710156758627,2.0260364874350363,,5,500,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 500}",0.9604909597958855,0.9601648002305847,0.9611862484554057,0.9606140028272919,0.00042598420133517376,5
621.4416136741638,70.35163639132176,21.179200490315754,6.067889354088027,,10,100,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100}",0.959350007640976,0.9587042196099749,0.9603955358051495,0.9594832543520334,0.0006968757098750055,9
1474.9299901326497,67.9244174020104,16.824235598246258,2.8645408301706303,,10,300,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 300}",0.9595156825784978,0.9587831123718608,0.9605549948690114,0.9596179299397899,0.0007269721627387662,8
1674.715025027593,31.530017240990073,10.606351693471273,0.43170994475300895,,10,500,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 500}",0.9596229779645905,0.9587049210959928,0.9605684921052186,0.9596321303886007,0.000760827204103361,7
