round,accuracy,detection_rate,false_positive_rate
1,0.9418842059209567,0.8667395663514829,0.004558091556064497
2,0.945457197024938,0.8729481393789305,0.002627434737079416
3,0.9499781245442613,0.8915851649421381,0.00842745253238934
4,0.9427227650576053,0.8724590875104336,0.007094128482577765
5,0.9567595158232463,0.9066300867805626,0.007579749994796119
6,0.9434154878226629,0.8714003319277862,0.005362812855767325
7,0.9583637159107482,0.9083265720837723,0.006022887331546796
8,0.9475718244130087,0.8801335490662844,0.0044001494453257675
9,0.9606788683097565,0.9120923632047908,0.0047991036371980616
10,0.9501057313694035,0.8868610235270638,0.004987288929668053
11,0.9598403091731077,0.911722242443033,0.005952997744342778
12,0.9499598949978124,0.887043745097882,0.005421088917082973
13,0.9605512614846143,0.9118458344932723,0.004566893956398346
14,0.950032813183608,0.8882525929621847,0.005989632888829073
15,0.9613533615283653,0.9134721415262246,0.0046451127537417355
16,0.950196879101648,0.8910105027402945,0.007934508469563378
17,0.9609158524135919,0.9130472090344367,0.004903225066488041
18,0.9500875018229546,0.8921081383978757,0.008901118634688607
19,0.9607882455884498,0.9124805766528752,0.004805914079703858
20,0.9494859267901414,0.8909057707216679,0.008663299669207437
