round,accuracy,detection_rate,false_positive_rate
1,0.8204931735859571,0.783710638682544,0.06794117550077991
2,0.9798079807980797,0.8947790017823266,0.0024144725543712095
3,0.9773393562283117,0.8951395223268843,0.002834505085137326
4,0.9678219481128914,0.9246944078109347,0.003095318495656697
5,0.9374373747494991,0.8783165784955276,0.0048736340047077515
6,0.9516541246627859,0.9457871524780466,0.0041420915644905
7,0.9306506849315069,0.8931984915673454,0.006497976635044802
8,0.9469640179910045,0.9398726315281409,0.004983734823050449
9,0.9764291519913303,0.9317451394527887,0.013447286244730324
10,0.9604724951259604,0.892541544520929,0.003841584779410516
11,0.9550442208763082,0.9248598637889184,0.010990697049838216
12,0.9401846647932557,0.9051359752279869,0.012653280831406828
13,0.9452553514242372,0.9102032490710433,0.011652772165809212
14,0.9406958187041174,0.9311973500330231,0.004083857470046548
15,0.9557232814796937,0.9024247030613586,0.011649879833830357
16,0.9432064906867785,0.9360560659556361,0.003817963087697803
17,0.9554757195333629,0.9029719501193428,0.013004420698256018
18,0.9492790849001678,0.9149514343485162,0.002106325351621149
19,0.9560622914349276,0.9244645909356918,0.010034260574357223
20,0.9558150035477004,0.9246155673348229,0.0011801863139949548
