round,accuracy,detection_rate,false_positive_rate
1,0.8681705531147911,0.5333413532707146,0.006704542316854467
2,0.9338627914836095,0.7791796532941131,0.008346332672024708
3,0.9416807480004507,0.8087915140393789,0.00871587641295047
4,0.9452010814464347,0.8177269629003143,0.007179857871205897
5,0.9455897262588712,0.8126960795760674,0.004830019573699321
6,0.9545229244114002,0.855693218413083,0.008592106277326856
7,0.9574067815703505,0.8638573990160492,0.007626662281762252
8,0.9655288948969247,0.8895258893095466,0.006131853836467593
9,0.9665765461304494,0.8883701385736221,0.004201431447551981
10,0.9654331418271939,0.8888550042778255,0.00597235063328708
11,0.9668356426720739,0.8893347041480795,0.004282909173398995
12,0.9656753407682775,0.8856130638555664,0.004395252441874449
13,0.9664695279936917,0.8875506488842689,0.004053677182945976
14,0.9667849498704517,0.8887515577405116,0.003994865135380647
15,0.9671735946828884,0.8905009881663531,0.004133669146875373
16,0.9668694378731553,0.8894362999020936,0.004171463965238341
17,0.9670722090796441,0.8906947980315496,0.004453445866350857
18,0.9676748901655966,0.8932607007180873,0.004526173031270066
19,0.9669708234763998,0.8912631354123519,0.004816646777582758
20,0.9674045285569448,0.8915789761448722,0.0043223817070408895
