Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 16
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 62529, 'n_jobs': -1, 'max_depth': 3, 'learning_rate': 0.017462960628932028, 'n_estimators': 850, 'min_child_weight': 2, 'gamma': 0.6008466563824473, 'subsample': 0.8874331341725578, 'colsample_bytree': 0.7409548092577293, 'max_delta_step': 2}
Optimal Threshold: 0.4400
Accuracy: 0.9631805083
Detection Rate: 0.8882878256
False Positive Rate: 0.0088416700

--- Per-Round Attention Weights ---
Round 1: α = [0.0377606896529039, 0.06819806507015067, 0.07418672690131332, 0.0377606896529039, 0.0850630864222546, 0.07587913622001034, 0.05382166762817168, 0.0705558767870533, 0.05701535096280608, 0.07012822451927105, 0.07455809283839489, 0.0809346196498437, 0.0377606896529039, 0.06345898118779458, 0.0377606896529039, 0.07515741320132009]
  Client 0: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 1: DR=0.5955, FPR=0.0073, Score=0.5911
  Client 2: DR=0.8636, FPR=0.2180, Score=0.6753
  Client 3: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 4: DR=0.8206, FPR=0.0103, Score=0.8121
  Client 5: DR=0.8906, FPR=0.2164, Score=0.6979
  Client 6: DR=0.3547, FPR=0.0007, Score=0.3544
  Client 7: DR=0.6311, FPR=0.0094, Score=0.6251
  Client 8: DR=0.4144, FPR=0.0058, Score=0.4121
  Client 9: DR=0.7894, FPR=0.2158, Score=0.6191
  Client 10: DR=0.8784, FPR=0.2256, Score=0.6803
  Client 11: DR=0.7814, FPR=0.0243, Score=0.7624
  Client 12: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 13: DR=0.5192, FPR=0.0001, Score=0.5191
  Client 14: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 15: DR=0.8784, FPR=0.2164, Score=0.6883
Round 2: α = [0.06162856417232669, 0.061351698387037405, 0.06328109605489317, 0.06136414970898547, 0.06306899301382006, 0.06282659114260786, 0.06328109605489317, 0.06118623710323759, 0.06328109605489317, 0.06328125857587077, 0.0630264521713265, 0.06328109605489317, 0.06281324065806938, 0.06306623750030739, 0.0616310966734191, 0.0616310966734191]
  Client 0: DR=0.8111, FPR=0.0079, Score=0.8047
  Client 1: DR=0.8066, FPR=0.0079, Score=0.8002
  Client 2: DR=0.8378, FPR=0.0079, Score=0.8312
  Client 3: DR=0.8062, FPR=0.0072, Score=0.8004
  Client 4: DR=0.8338, FPR=0.0072, Score=0.8278
  Client 5: DR=0.8305, FPR=0.0079, Score=0.8239
  Client 6: DR=0.8378, FPR=0.0079, Score=0.8312
  Client 7: DR=0.8039, FPR=0.0079, Score=0.7975
