Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 12
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 79397, 'n_jobs': -1, 'max_depth': 3, 'learning_rate': 0.017462960628932028, 'n_estimators': 850, 'min_child_weight': 2, 'gamma': 0.6008466563824473, 'subsample': 0.8874331341725578, 'colsample_bytree': 0.7409548092577293, 'max_delta_step': 2}
Optimal Threshold: 0.5300
Accuracy: 0.9475172415
Detection Rate: 0.8262807343
False Positive Rate: 0.0071921740

--- Per-Round Attention Weights ---
Round 1: α = [0.07106266943035908, 0.07106266943035908, 0.07106266943035908, 0.07106266943035908, 0.07106266943035908, 0.10223876965865449, 0.07106266943035908, 0.14371260898396046, 0.07106266943035908, 0.07106266943035908, 0.07106266943035908, 0.11448459648415339]
  Client 0: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 1: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 2: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 3: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 4: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 5: DR=0.4104, FPR=0.1136, Score=0.3637
  Client 6: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 7: DR=0.8985, FPR=0.2162, Score=0.7043
  Client 8: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 9: DR=1.0000, FPR=1.0000, Score=0.0000
  Client 10: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 11: DR=0.4797, FPR=0.0058, Score=0.4769
Round 2: α = [0.08512793003214587, 0.084451687127846, 0.084451687127846, 0.084451687127846, 0.084451687127846, 0.084451687127846, 0.084451687127846, 0.084451687127846, 0.084451687127846, 0.084451687127846, 0.07263120596992463, 0.08217567984731569]
  Client 0: DR=0.9511, FPR=0.1645, Score=0.7946
  Client 1: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 2: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 3: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 4: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 5: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 6: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 7: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 8: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 9: DR=0.9402, FPR=0.1634, Score=0.7866
  Client 10: DR=0.9531, FPR=0.3329, Score=0.6358
  Client 11: DR=0.7648, FPR=0.0072, Score=0.7593
Round 3: α = [0.083454400739819, 0.083454400739819, 0.083454400739819, 0.083454400739819, 0.083454400739819, 0.083454400739819, 0.083454400739819, 0.083454400739819, 0.08418790924375696, 0.083454400739819, 0.083454400739819, 0.08126808335805319]
  Client 0: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 1: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 2: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 3: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 4: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 5: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 6: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 7: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 8: DR=0.9511, FPR=0.1645, Score=0.7946
  Client 9: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 10: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 11: DR=0.7648, FPR=0.0072, Score=0.7593
Round 4: α = [0.08329776987534643, 0.08329776987534643, 0.08329776987534643, 0.08329776987534643, 0.08329776987534643, 0.08402990169848565, 0.08329776987534643, 0.08329776987534643, 0.08329776987534643, 0.08329776987534643, 0.08329776987534643, 0.0829923995480502]
  Client 0: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 1: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 2: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 3: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 4: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 5: DR=0.9511, FPR=0.1645, Score=0.7946
  Client 6: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 7: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 8: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 9: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 10: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 11: DR=0.7879, FPR=0.0073, Score=0.7822
Round 5: α = [0.08337401003407367, 0.08337401003407367, 0.08337401003407367, 0.08337401003407367, 0.08337401003407367, 0.08337401003407367, 0.08337401003407367, 0.08319153944955113, 0.08337401003407367, 0.08337401003407367, 0.08337401003407367, 0.08306836020971217]
  Client 0: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 1: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 2: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 3: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 4: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 5: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 6: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 7: DR=0.9380, FPR=0.1645, Score=0.7836
  Client 8: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 9: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 10: DR=0.9406, FPR=0.1645, Score=0.7858
  Client 11: DR=0.7879, FPR=0.0073, Score=0.7822
Round 6: α = [0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.08306444776212171, 0.0862910746166613]
  Client 0: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 1: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 2: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 3: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 4: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 5: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 6: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 7: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 8: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 9: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 10: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 11: DR=0.7879, FPR=0.0073, Score=0.7822
Round 7: α = [0.08273155578034014, 0.08273155578034014, 0.08273155578034014, 0.08273155578034014, 0.08473537324226377, 0.08273155578034014, 0.08273155578034014, 0.08273155578034014, 0.08273155578034014, 0.08273155578034014, 0.08473537324226377, 0.08594525149241125]
  Client 0: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 1: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 2: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 3: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 4: DR=0.9192, FPR=0.1645, Score=0.7680
  Client 5: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 6: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 7: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 8: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 9: DR=0.8906, FPR=0.1645, Score=0.7440
  Client 10: DR=0.9192, FPR=0.1645, Score=0.7680
  Client 11: DR=0.7879, FPR=0.0073, Score=0.7822
Round 8: α = [0.08317521051126701, 0.08317521051126701, 0.08317521051126701, 0.08317521051126701, 0.08317521051126701, 0.08388013642803582, 0.08317521051126701, 0.08317521051126701, 0.08317521051126701, 0.08317521051126701, 0.08317521051126701, 0.0843677584592943]
  Client 0: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 1: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 2: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 3: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 4: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 5: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 6: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 7: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 8: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 9: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 10: DR=0.9196, FPR=0.1645, Score=0.7683
  Client 11: DR=0.7883, FPR=0.0073, Score=0.7825
Round 9: α = [0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08677738885675698]
  Client 0: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 1: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 2: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 3: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 4: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 5: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 6: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 7: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 8: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 9: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 10: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 11: DR=0.8270, FPR=0.0073, Score=0.8210
Round 10: α = [0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08302023737665847, 0.08677738885675698]
  Client 0: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 1: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 2: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 3: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 4: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 5: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 6: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 7: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 8: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 9: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 10: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 11: DR=0.8270, FPR=0.0073, Score=0.8210
Round 11: α = [0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08211481811970536, 0.08310221096506416, 0.08310221096506416, 0.08686307222965306]
  Client 0: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 1: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 2: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 3: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 4: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 5: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 6: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 7: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 8: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 9: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 10: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 11: DR=0.8270, FPR=0.0073, Score=0.8210
Round 12: α = [0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08310221096506416, 0.08211481811970536, 0.08686307222965306]
  Client 0: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 1: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 2: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 3: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 4: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 5: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 6: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 7: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 8: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 9: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 10: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 11: DR=0.8270, FPR=0.0073, Score=0.8210
Round 13: α = [0.08318434659373666, 0.08318434659373666, 0.08318434659373666, 0.08219597784014199, 0.08318434659373666, 0.08318434659373666, 0.08318434659373666, 0.08318434659373666, 0.08318434659373666, 0.08318434659373666, 0.08219597784014199, 0.08694892497608608]
  Client 0: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 1: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 2: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 3: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 4: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 5: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 6: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 7: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 8: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 9: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 10: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 11: DR=0.8270, FPR=0.0073, Score=0.8210
Round 14: α = [0.08291851701537341, 0.08291851701537341, 0.08291851701537341, 0.08391557396956881, 0.08291851701537341, 0.08291851701537341, 0.08291851701537341, 0.08291851701537341, 0.08291851701537341, 0.08291851701537341, 0.08291851701537341, 0.08689925587669703]
  Client 0: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 1: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 2: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 3: DR=0.9297, FPR=0.1645, Score=0.7767
  Client 4: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 5: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 6: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 7: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 8: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 9: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 10: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 11: DR=0.8323, FPR=0.0248, Score=0.8117
Round 15: α = [0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08300127401283498, 0.08698598585881512]
  Client 0: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 1: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 2: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 3: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 4: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 5: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 6: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 7: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 8: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 9: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 10: DR=0.9350, FPR=0.1820, Score=0.7648
  Client 11: DR=0.8323, FPR=0.0248, Score=0.8117
Round 16: α = [0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.08300861977420315, 0.0869051824837655]
  Client 0: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 1: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 2: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 3: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 4: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 5: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 6: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 7: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 8: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 9: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 10: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 11: DR=0.8323, FPR=0.0248, Score=0.8117
Round 17: α = [0.08246606592047412, 0.08573412323310542, 0.08246606592047412, 0.08246606592047412, 0.08246606592047412, 0.08246606592047412, 0.08573412323310542, 0.08246606592047412, 0.08246606592047412, 0.08246606592047412, 0.08246606592047412, 0.08633716024952225]
  Client 0: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 1: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 2: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 3: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 4: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 5: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 6: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 7: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 8: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 9: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 10: DR=0.8800, FPR=0.1298, Score=0.7658
  Client 11: DR=0.8323, FPR=0.0248, Score=0.8117
Round 18: α = [0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08328451608667137, 0.08387032304661508]
  Client 0: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 1: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 2: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 3: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 4: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 5: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 6: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 7: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 8: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 9: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 10: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 11: DR=0.8323, FPR=0.0248, Score=0.8117
Round 19: α = [0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.08727800225548152]
  Client 0: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 1: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 2: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 3: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 4: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 5: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 6: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 7: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 8: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 9: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 10: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 11: DR=0.8770, FPR=0.0248, Score=0.8552
Round 20: α = [0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.0829747270676835, 0.08727800225548152]
  Client 0: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 1: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 2: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 3: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 4: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 5: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 6: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 7: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 8: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 9: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 10: DR=0.9247, FPR=0.1298, Score=0.8047
  Client 11: DR=0.8770, FPR=0.0248, Score=0.8552
