round,accuracy,detection_rate,false_positive_rate
1,0.9287158660778659,0.75388268710259,0.005972951817363965
2,0.9287158660778659,0.75388268710259,0.005972951817363965
3,0.9287158660778659,0.75388268710259,0.005972951817363965
4,0.9287750090122566,0.7541001683656033,0.005972951817363965
5,0.9275414563806778,0.7543277914552714,0.0077524020506805945
6,0.9282230082912761,0.7520706020316896,0.005972951817363965
7,0.9282230082912761,0.7520706020316896,0.005972951817363965
8,0.9282230082912761,0.7520706020316896,0.005972951817363965
9,0.9282230082912761,0.7520706020316896,0.005972951817363965
10,0.9282230082912761,0.7520706020316896,0.005972951817363965
11,0.9282230082912761,0.7520706020316896,0.005972951817363965
12,0.927048598594088,0.7525157063843709,0.0077524020506805945
13,0.9272598233597693,0.7478866231753467,0.005732919618933131
14,0.9284342330569575,0.7474415188226653,0.003953469385616501
15,0.9284342330569575,0.7474415188226653,0.003953469385616501
16,0.9284342330569575,0.7474415188226653,0.003953469385616501
17,0.9287975396539294,0.7535614196670026,0.005740661894078104
18,0.9333797089041096,0.7784340208110223,0.00873881622228746
19,0.9334022395457823,0.7785168246039184,0.00873881622228746
20,0.9334022395457823,0.7785168246039184,0.00873881622228746
