round,accuracy,detection_rate,false_positive_rate
1,0.9475069972232364,0.7771981044701683,0.0022767390733036044
2,0.8109284901737732,0.8067549918796687,0.0037360834816398286
3,0.9475182184968567,0.8590673242839955,0.002463555446242483
4,0.9817428288344892,0.8752225141386786,0.0012578024149293725
5,0.9746888074634235,0.876833129134277,0.00665809354607177
6,0.9620103701422045,0.959095824776043,0.005901665415585114
7,0.9840192744628615,0.9213286293872471,0.00305683163582799
8,0.9872805736720853,0.9146083325258981,0.001440148633591267
9,0.9684674956033446,0.9060235794056074,0.007956321006962114
10,0.932259855635758,0.9308652705168683,0.01759206636662921
11,0.9937735145985841,0.918426963538304,0.0007680869103121613
12,0.9664519970541688,0.9066603232735083,0.009129671160452598
13,0.9914099450338745,0.9189559126563909,0.001616356681521026
14,0.9950992897326765,0.916489686904221,0.0007425438831659271
15,0.9610991046619327,0.9084401227166066,0.012255958200404789
16,0.9735528872363326,0.9233586993797411,0.007151317162782982
17,0.9349873377651156,0.9346185610633623,0.01938226610605643
18,0.980254115122867,0.9167261453850155,0.005338847579355383
19,0.9771302644466211,0.9255825219600191,0.004116283447844543
20,0.9739672076198989,0.9241714373215982,0.007393225407963372
