round,accuracy,detection_rate,false_positive_rate
1,0.8964458713529346,0.6387035862263308,0.007398601557761146
2,0.9327531823814352,0.7770132783896434,0.008948510094773987
3,0.9464008110848261,0.8213248119341278,0.00684856042678025
4,0.9385208966993354,0.7932225632972586,0.007266238947936767
5,0.9417652360031543,0.8090253018161403,0.008678230133604616
6,0.9548045510870791,0.8567230557386848,0.008478035973347812
7,0.9560775036611469,0.8601454199885081,0.008055862233494018
8,0.9646333220682662,0.8867383880699582,0.0062740871615550205
9,0.9648867860763772,0.8868311730233545,0.006009046671800076
10,0.964847358341782,0.8853866292541532,0.005439748144693999
11,0.9651853103525966,0.8887889289878642,0.006260247938395937
12,0.9654387743607076,0.8888358059816633,0.00592046334051195
13,0.9652923284893545,0.8890481016483958,0.006250439129348992
14,0.9660921482482823,0.8915645128174037,0.006080169262389119
15,0.9656133828996283,0.8905320618585758,0.0062858433051314454
16,0.9658612143742257,0.891325830064053,0.006282925174530436
17,0.9652529007547594,0.8890788620027456,0.0063049861687470895
18,0.9665709135969359,0.8939124827340323,0.006268036620175054
19,0.9669313957418046,0.894822055387685,0.006098585297789104
20,0.966728624535316,0.8942531792540616,0.006212098487623688
