round,accuracy,detection_rate,false_positive_rate
1,0.7702536415060144,0.3864746501306315,0.14412167409187843
2,0.9374638297872341,0.7824312671650168,0.004605705863944126
3,0.9666588356904572,0.9114134981636326,0.14480930154414695
4,0.8559903915649845,0.8035079751255292,0.1618994963174928
5,0.9512300289620594,0.7975098288674252,0.12138522643362017
6,0.8784693330374809,0.8255046237168286,0.16311236312543198
7,0.9630039478406507,0.9430887015850364,0.475764797313365
8,0.9883985086902489,0.8394401861229934,0.0629682933303991
9,0.9646029555594261,0.9562346350678389,0.2006564928154834
10,0.9722652734726528,0.910458624670938,0.1885446514970575
11,0.9934943447572071,0.8193513199051177,0.06254797812192646
12,0.9717789295604669,0.8947604542364864,0.16085588955798114
13,0.9749842931937172,0.8980799658222418,0.18094963593247035
14,0.987584515557675,0.8310121740124659,0.05871544233654026
15,0.9680889976413608,0.8786659236924055,0.002631982903148657
16,0.9875817352601791,0.821953706275687,0.05102248779841951
17,0.9859572515971183,0.9306424921112494,0.2701697891576487
18,0.992065242800278,0.7977186459415206,0.10456631701473577
19,0.990506329113924,0.7945225326734917,0.001559030979949814
20,0.9674191025722318,0.883385900013187,0.18159247774526696
