round,accuracy,detection_rate,false_positive_rate
1,0.9418187120645971,0.8683792389422527,0.006109025816962278
2,0.4468949929825201,0.9929722392393825,0.9440143195853669
3,0.6659679183375867,0.20012736095529143,0.001437510363608014
4,0.4176995989792199,0.9930445149001399,0.9930647754179105
5,0.6431826467371492,0.14403338222912263,0.0015907268454759204
6,0.4179866212201302,0.9931579388167835,0.9910499146907514
7,0.6403769389205841,0.1377072915230136,0.0014965611111962679
8,0.41745803182472707,0.9931509855861833,0.9912422035333253
9,0.6407582938388625,0.13768682233982155,0.0011856506766703976
10,0.4180595301022547,0.99347437953094,0.9917324467418159
11,0.6399380240612468,0.13750252142834676,0.0012816264427890475
12,0.4161092175054227,0.9925779852194991,0.9921280755764496
13,0.6404498478027085,0.13686418633723876,0.0014967943554385211
14,0.41810061975938756,0.9921224967721385,0.9916920400742124
15,0.6407582938388626,0.1349691976097395,0.0012762281352176458
16,0.4172438935472111,0.9919822361293976,0.9918896869359107
17,0.6410695733007675,0.13661432807619583,0.0015573249248322426
18,0.4175673951479139,0.9932881234487345,0.9912146905582266
19,0.6405227566848332,0.13796422064860336,0.0016845563874465504
20,0.41857455340867666,0.993261144697997,0.9915962364119797
