round,accuracy,detection_rate,false_positive_rate,train_loss
1,0.9139013351883091,0.6847224048547024,0.0004835664378314503,0.2647091287957557
2,0.9142646325767922,0.6885736676698934,0.001423639889867454,0.25940461421759026
3,0.9150531850479185,0.6906965611838576,0.0011334636790573157,0.25897158644960183
4,0.9151771004362385,0.6911726543144291,0.00114118086314717,0.2588862311096095
5,0.9152784857539547,0.6913072532382691,0.0010522267469207955,0.25894171068475913
6,0.9154024011422746,0.6918560513138531,0.0010870215721718625,0.2592422555328312
7,0.9153629735187182,0.6918457852371056,0.00113732292885494,0.26002817615490714
8,0.9152841182716056,0.6912346925708462,0.0010173688108956276,0.26142810362116203
9,0.9153348109304638,0.6916695588560395,0.0011102382887976086,0.2606355580727328
10,0.915092612671475,0.6913487611968661,0.0013229716961716115,0.2641834147022996
11,0.9154361962481798,0.6916693925191887,0.0009709514122262408,0.26236343117540395
12,0.915410849918751,0.691555508336054,0.0009632089727439023,0.26609840021437225
13,0.9154221149540527,0.6916279169460408,0.0009748095802589544,0.2648327098875436
14,0.9154897051658635,0.6915348745734314,0.000847138795472434,0.26630117007454396
15,0.9154530938011326,0.6915451440105899,0.0009012965341135757,0.26662092927654935
16,0.9154897051658635,0.6915662108534582,0.0008587283394144703,0.2671922364279959
17,0.9155770091894524,0.69164860909116,0.000769764031095883,0.26588875951460156
18,0.9159008789543794,0.6929316557420323,0.0008046026233960843,0.26569159782621643
19,0.9164162543194369,0.6945887657164541,0.0007156036459357936,0.27094622573893995
20,0.9165767810724876,0.6952098858024967,0.0007272392341140492,0.2673172942173716
