Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 16
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 70814, 'n_jobs': -1, 'max_depth': 3, 'learning_rate': 0.017462960628932028, 'n_estimators': 850, 'min_child_weight': 2, 'gamma': 0.6008466563824473, 'subsample': 0.8874331341725578, 'colsample_bytree': 0.7409548092577293, 'max_delta_step': 2}
Optimal Threshold: 0.6300
Accuracy: 0.9661320157
Detection Rate: 0.8914855193
False Positive Rate: 0.0059821310

--- Per-Round Attention Weights ---
Round 1: α = [0.061688413165144826, 0.06167799186671108, 0.06275845730348457, 0.06314066506901964, 0.06314744095427868, 0.06308624307782987, 0.06313457174449505, 0.06163742199003449, 0.06164362395237074, 0.061611921414770676, 0.06313127482420627, 0.06310647570678524, 0.06275087393030336, 0.06314063123041606, 0.06275697390477934, 0.06158701986536998]
  Client 0: DR=0.8926, FPR=0.0642, Score=0.8353
  Client 2: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 3: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 4: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 5: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 6: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 7: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 8: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 9: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 10: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 11: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 12: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 13: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 14: DR=0.8928, FPR=0.0635, Score=0.8361
  Client 15: DR=0.8928, FPR=0.0635, Score=0.8361
Round 4: α = [0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06250147708021726, 0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06249965913533448, 0.06250147708021726, 0.06250147708021726, 0.06249965913533448]
  Client 0: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 1: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 2: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 3: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 4: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 5: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 6: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 7: DR=0.9168, FPR=0.0637, Score=0.8584
  Client 8: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 9: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 10: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 11: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 12: DR=0.9167, FPR=0.0637, Score=0.8583
  Client 13: DR=0.9168, FPR=0.0637, Score=0.8584
  Client 14: DR=0.9168, FPR=0.0637, Score=0.8584
  Client 15: DR=0.9167, FPR=0.0637, Score=0.8583
Round 5: α = [0.06249856557938378, 0.06250239070102702, 0.06249856557938378, 0.06249856557938378, 0.06249856557938378, 0.06250239070102702, 0.06250239070102702, 0.06249856557938378, 0.06250239070102702, 0.06249856557938378, 0.06249856557938378, 0.06249856557938378, 0.06250239070102702, 0.06250239070102702, 0.06249856557938378, 0.06249856557938378]
  Client 0: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 1: DR=0.9171, FPR=0.0630, Score=0.8594
  Client 2: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 3: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 4: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 5: DR=0.9171, FPR=0.0630, Score=0.8594
  Client 6: DR=0.9171, FPR=0.0630, Score=0.8594
  Client 7: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 8: DR=0.9171, FPR=0.0630, Score=0.8594
  Client 9: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 10: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 11: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 12: DR=0.9171, FPR=0.0630, Score=0.8594
  Client 13: DR=0.9171, FPR=0.0630, Score=0.8594
  Client 14: DR=0.9171, FPR=0.0631, Score=0.8593
  Client 15: DR=0.9171, FPR=0.0631, Score=0.8593
Round 6: α = [0.06249357916811759, 0.06249357916811759, 0.06249357916811759, 0.06250642083188242, 0.06249357916811759, 0.06250642083188242, 0.06250642083188242, 0.06250642083188242, 0.06250642083188242, 0.06249357916811759, 0.06250642083188242, 0.06249357916811759, 0.06249357916811759, 0.06250642083188242, 0.06249357916811759, 0.06250642083188242]
  Client 0: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 1: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 2: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 3: DR=0.9170, FPR=0.0631, Score=0.8592
  Client 4: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 5: DR=0.9170, FPR=0.0631, Score=0.8592
  Client 6: DR=0.9170, FPR=0.0631, Score=0.8592
  Client 7: DR=0.9170, FPR=0.0631, Score=0.8592
  Client 8: DR=0.9170, FPR=0.0631, Score=0.8592
  Client 9: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 10: DR=0.9170, FPR=0.0631, Score=0.8592
  Client 11: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 12: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 13: DR=0.9170, FPR=0.0631, Score=0.8592
  Client 14: DR=0.9168, FPR=0.0631, Score=0.8590
  Client 15: DR=0.9170, FPR=0.0631, Score=0.8592
Round 7: α = [0.06249749856861091, 0.06250846056486684, 0.06249749856861091, 0.06249749856861091, 0.06250463548206864, 0.06250846056486684, 0.06249749856861091, 0.06249749856861091, 0.06249749856861091, 0.06250846056486684, 0.06249749856861091, 0.06249749856861091, 0.06249749856861091, 0.06249749856861091, 0.06249749856861091, 0.06249749856861091]
  Client 0: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 1: DR=0.9170, FPR=0.0630, Score=0.8593
  Client 2: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 3: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 4: DR=0.9170, FPR=0.0630, Score=0.8592
  Client 5: DR=0.9170, FPR=0.0630, Score=0.8593
  Client 6: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 7: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 8: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 9: DR=0.9170, FPR=0.0630, Score=0.8593
  Client 10: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 11: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 12: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 13: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 14: DR=0.9169, FPR=0.0630, Score=0.8591
  Client 15: DR=0.9169, FPR=0.0630, Score=0.8591
Round 8: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 1: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 2: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 3: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 4: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 5: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 6: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 7: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 8: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 9: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 10: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 11: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 12: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 13: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 14: DR=0.9462, FPR=0.0632, Score=0.8864
  Client 15: DR=0.9462, FPR=0.0632, Score=0.8864
Round 9: α = [0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06249908832959072, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729, 0.06250006077802729]
  Client 0: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 1: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 2: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 3: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 4: DR=0.9464, FPR=0.0630, Score=0.8867
  Client 5: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 6: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 7: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 8: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 9: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 10: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 11: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 12: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 13: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 14: DR=0.9464, FPR=0.0630, Score=0.8868
  Client 15: DR=0.9464, FPR=0.0630, Score=0.8868
Round 10: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 1: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 2: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 3: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 4: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 5: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 6: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 7: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 8: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 9: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 10: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 11: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 12: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 13: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 14: DR=0.9462, FPR=0.0628, Score=0.8868
  Client 15: DR=0.9462, FPR=0.0628, Score=0.8868
Round 11: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 1: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 2: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 3: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 4: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 5: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 6: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 7: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 8: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 9: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 10: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 11: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 12: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 13: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 14: DR=0.9463, FPR=0.0628, Score=0.8869
  Client 15: DR=0.9463, FPR=0.0628, Score=0.8869
Round 12: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 1: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 2: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 3: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 4: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 5: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 6: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 7: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 8: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 9: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 10: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 11: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 12: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 13: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 14: DR=0.9467, FPR=0.0629, Score=0.8871
  Client 15: DR=0.9467, FPR=0.0629, Score=0.8871
Round 13: α = [0.06250182327863212, 0.06250163155231288, 0.06250182327863212, 0.06249725402519552, 0.06249725402519552, 0.06250147990741815, 0.06250147990741815, 0.06250163155231288, 0.06249725402519552, 0.06250182327863212, 0.06250147990741815, 0.06249725402519552, 0.06249725402519552, 0.06250182327863212, 0.06249725402519552, 0.06250147990741815]
  Client 0: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 1: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 2: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 3: DR=0.9467, FPR=0.0628, Score=0.8873
  Client 4: DR=0.9467, FPR=0.0628, Score=0.8873
  Client 5: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 6: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 7: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 8: DR=0.9467, FPR=0.0628, Score=0.8873
  Client 9: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 10: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 11: DR=0.9467, FPR=0.0628, Score=0.8873
  Client 12: DR=0.9467, FPR=0.0628, Score=0.8873
  Client 13: DR=0.9468, FPR=0.0628, Score=0.8873
  Client 14: DR=0.9467, FPR=0.0628, Score=0.8873
  Client 15: DR=0.9468, FPR=0.0628, Score=0.8873
Round 14: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 1: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 2: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 3: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 4: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 5: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 6: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 7: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 8: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 9: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 10: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 11: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 12: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 13: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 14: DR=0.9469, FPR=0.0611, Score=0.8890
  Client 15: DR=0.9469, FPR=0.0611, Score=0.8890
Round 15: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 1: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 2: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 3: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 4: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 5: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 6: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 7: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 8: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 9: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 10: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 11: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 12: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 13: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 14: DR=0.9469, FPR=0.0608, Score=0.8893
  Client 15: DR=0.9469, FPR=0.0608, Score=0.8893
Round 16: α = [0.06253467391300771, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949, 0.06249768840579949]
  Client 0: DR=0.9470, FPR=0.0601, Score=0.8901
  Client 1: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 2: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 3: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 4: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 5: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 6: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 7: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 8: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 9: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 10: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 11: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 12: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 13: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 14: DR=0.9470, FPR=0.0607, Score=0.8895
  Client 15: DR=0.9470, FPR=0.0607, Score=0.8895
Round 17: α = [0.062499982111026454, 0.06250003935574182, 0.062499982111026454, 0.062499982111026454, 0.062499982111026454, 0.06250003935574182, 0.062499982111026454, 0.062499982111026454, 0.062499982111026454, 0.062499982111026454, 0.06250003935574182, 0.06250003935574182, 0.062499982111026454, 0.06250003935574182, 0.062499982111026454, 0.062499982111026454]
  Client 0: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 1: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 2: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 3: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 4: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 5: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 6: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 7: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 8: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 9: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 10: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 11: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 12: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 13: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 14: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 15: DR=0.9471, FPR=0.0601, Score=0.8902
Round 18: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 1: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 2: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 3: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 4: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 5: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 6: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 7: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 8: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 9: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 10: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 11: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 12: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 13: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 14: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 15: DR=0.9471, FPR=0.0601, Score=0.8902
Round 19: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 1: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 2: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 3: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 4: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 5: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 6: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 7: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 8: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 9: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 10: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 11: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 12: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 13: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 14: DR=0.9471, FPR=0.0601, Score=0.8902
  Client 15: DR=0.9471, FPR=0.0601, Score=0.8902
Round 20: α = [0.062524593850687, 0.062524593850687, 0.06252447931601597, 0.062475477733482394, 0.06252447931601597, 0.062475477733482394, 0.062475477733482394, 0.062475477733482394, 0.06252447931601597, 0.06252447931601597, 0.062524593850687, 0.06252447931601597, 0.062475477733482394, 0.062475477733482394, 0.062475477733482394, 0.062475477733482394]
  Client 0: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 1: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 2: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 3: DR=0.9471, FPR=0.0600, Score=0.8903
  Client 4: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 5: DR=0.9471, FPR=0.0600, Score=0.8903
  Client 6: DR=0.9471, FPR=0.0600, Score=0.8903
  Client 7: DR=0.9471, FPR=0.0600, Score=0.8903
  Client 8: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 9: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 10: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 11: DR=0.9471, FPR=0.0591, Score=0.8911
  Client 12: DR=0.9471, FPR=0.0600, Score=0.8903
  Client 13: DR=0.9471, FPR=0.0600, Score=0.8903
  Client 14: DR=0.9471, FPR=0.0600, Score=0.8903
  Client 15: DR=0.9471, FPR=0.0600, Score=0.8903
