round,accuracy,detection_rate,false_positive_rate
1,0.9041152217015139,0.6682605180748645,0.007838198807466643
2,0.8724089762076425,0.5459789478109027,0.005667370304585632
3,0.9410035147801009,0.8071744414448998,0.009048806936555623
4,0.9469178082191781,0.8231407001032499,0.006910622882587642
5,0.9473120944484499,0.8219637026188249,0.005897877518999095
6,0.9462982155731795,0.815846576618239,0.004851095068649024
7,0.9464390320836338,0.8190646444347129,0.006030120611523616
8,0.9554343907714492,0.855071846474047,0.007121149832055437
9,0.9569721070656092,0.8658487447916364,0.00895233161010588
10,0.9637481975486663,0.8908463613457445,0.009020753575565331
11,0.9653535057678442,0.8905526900024899,0.006757979442465358
12,0.9653478731074261,0.8909464866303902,0.006920287304690777
13,0.9656576694304253,0.885395264392467,0.004370976047620953
14,0.9657477919971161,0.8898602213739821,0.005902228539276711
15,0.9664518745493872,0.891902932858733,0.00567171713977117
16,0.966040690338861,0.8904123370758266,0.005694297551652612
17,0.9664293439077146,0.8927517431379977,0.006020104414157353
18,0.9659843637346792,0.8909823863921987,0.006061828997744793
19,0.966215302811824,0.8920387793611838,0.006109855318223887
20,0.9664687725306416,0.8936527835882289,0.006394050554222804
