round,accuracy,detection_rate,false_positive_rate
1,0.9665191278971366,0.9019400343597996,0.004516253262460256
2,0.9902014259555071,0.9080797811324873,0.0046074104827857915
3,0.9652817245963536,0.9330383422377668,0.004998827008367504
4,0.9535788513205252,0.9506629852289099,0.001964500618629477
5,0.9947690616530522,0.9461376776868904,0.03983477386806672
6,0.9943793707977729,0.9791221790573291,0.013739953131031317
7,0.9851984141825934,0.9709186312270871,0.004071132647126502
8,0.9907820191325346,0.9766796282909399,0.013247882365978313
9,0.9755431214228292,0.9502466424625566,0.004618291110598886
10,0.9866685687307459,0.9708229344063221,0.01103619096800194
11,0.9649629491175921,0.9203909165782368,0.0036248441485845118
12,0.9943150887628012,0.9697986644501938,0.011808789252858097
13,0.9902599103937957,0.9874702808956957,0.016836603224680443
14,0.9650768225599089,0.9420485527656299,0.023991102170205173
15,0.981220858720215,0.9689186183332243,0.013679590084295545
16,0.9942810215005887,0.9728377079501334,0.010850135649460978
17,0.9788521278749894,0.9729647771302249,0.004141776788502331
18,0.9777371782544004,0.9351256304536038,0.003704673425018905
19,0.9797390557045756,0.937113106964928,0.017050909541761455
20,0.9843646165957258,0.9668166341823845,0.004627345069130106
