round,accuracy,detection_rate,false_positive_rate
1,0.9335799782372144,0.8597978259121544,0.0028750835342502084
2,0.9817860300618921,0.7908929436541176,0.00022896354668702312
3,0.9675663803201875,0.9481771604477016,0.0018223086570127599
4,0.967828146143437,0.9674723692571869,0.0020396368967072623
5,0.9888045620361441,0.887829710903689,0.0029259492062546984
6,0.9674843725376898,0.9331599451508178,0.0035452552093882743
7,0.9834024896265561,0.9086803348146626,0.0025817566101122634
8,0.984142846822549,0.8974735858971805,0.0004395452901086776
9,0.9690348384380592,0.955647694614908,0.004865472534689231
10,0.9870623764960291,0.9025837911324824,0.0005314761444966295
11,0.9839324101384792,0.910064313320829,0.0021774622283491645
12,0.989730708769052,0.8735663930335065,0.0007128893547884846
13,0.9729724009481884,0.9606113895072411,0.0012764800057673193
14,0.9642780288358082,0.939178630034821,0.0104420962571216
15,0.9674095803670446,0.9672054430651451,0.0
16,0.9641278103540184,0.9640928396891617,0.005671662851588222
17,0.9719971538090757,0.9588668270847661,0.0014172907598462223
18,0.9640964535448873,0.9640662425924496,0.005671662851588222
19,0.9637107377647918,0.9635300630021914,0.0
20,0.9829756389033097,0.9198872408717939,0.001213855943520263
