round,accuracy,detection_rate,false_positive_rate,train_loss
1,0.8786660959000558,0.5389410984097198,3.407963038394256e-05,0.08248535466803833
2,0.8890159345270616,0.5733528660647116,0.000103224565052586,0.08248521373389467
3,0.8953328564428098,0.5838493016369672,0.00010886997441718768,0.08445527663313067
4,0.8988926376739759,0.5920159357354373,0.00014234261268265442,0.08437487395526903
5,0.9056207368521846,0.6044487644823722,0.00018792133534756053,0.08541681114628737
6,0.9053334760249862,0.6055472557755726,0.00019900388052500364,0.0856410511440909
7,0.9077132348385426,0.6121733120555783,0.00019074404002986139,0.08607930827198094
8,0.9078399675564242,0.61260147612251,0.00022925084660043422,0.0860893164677022
9,0.9061023211801351,0.6070597208076496,0.000137097021240196,0.08612003849603206
10,0.9056995927655332,0.6063524473644285,0.0001393252140443785,0.08827808902374105
11,0.9063952145725729,0.6069431045621954,0.00014497062340898016,0.09011815965268104
12,0.9041196582159413,0.6005827539165249,0.0001116926790994885,0.08922847692250896
13,0.9032747734300632,0.5973048000306059,0.00010040186037028518,0.09053426958130761
14,0.903041021972637,0.5954572478046456,8.911104164108184e-05,0.08936152452027894
15,0.9030438382552566,0.5960398269962521,0.00032220593343495785,0.09157783293720487
16,0.902590416753502,0.5952093262162417,9.193374632338268e-05,0.09384507646012394
17,0.9024214397963265,0.5934104715334344,8.628833695878101e-05,0.09085492508879214
18,0.9019764671424307,0.5913675176920936,7.499751822957767e-05,0.09441797035907361
19,0.9039337835630481,0.5981990994506555,8.911104164108184e-05,0.09227651012581246
20,0.9042013304119095,0.5987746606818378,9.193374632338268e-05,0.09344850510686314
