round,accuracy,detection_rate,false_positive_rate
1,0.9392510447324347,0.2005442480667216,0.009263384943098939
2,0.8721698605362918,0.8670440312423208,0.0071739471113700225
3,0.9499875679323697,0.5616249685542214,0.008875743522402052
4,0.965653761448479,0.8232060910447543,0.009377978348438447
5,0.9593480818488112,0.5736577530721942,0.008974142402137064
6,0.8691381178248558,0.7423674307806438,0.013544942415756246
7,0.9587983190411411,0.5637667470123701,0.010190599937106335
8,0.8709212151148432,0.7247885913230271,0.006716735038280636
9,0.8558556609590153,0.6924042190915141,0.0074941910502238605
10,0.843613947216336,0.8400122701690426,0.012680266907925288
11,0.8635106797557852,0.7244548392526419,0.0092434006981265
12,0.9023225770213723,0.7685501718855614,0.008274163820876979
13,0.8544646873594242,0.6881216776651393,0.007646215747300465
14,0.7937358000649141,0.7816956190527522,0.015559920696958083
15,0.968676769004395,0.5365340551372051,0.002255738512012732
16,0.9269256276646138,0.7925490511647,0.005145786308909389
17,0.9677008103165174,0.5178267384840998,0.0023483737841105993
18,0.9811959867599139,0.46133400485096954,0.0008053814448639461
19,0.8901560427684901,0.7745911499550946,0.009627216110212363
20,0.9626908142051328,0.5043774709668687,0.003173693420404914
