round,accuracy,detection_rate,false_positive_rate
1,0.983678401910253,0.9086649693132597,0.011568106136974132
2,0.9607076488515572,0.8840524802940817,0.0009036240400554282
3,0.9341292410276525,0.8919022971855182,0.0018463822266181586
4,0.9846027909877602,0.9438577255680137,0.0010970799401677522
5,0.9893504495408434,0.9102574746578402,0.0003346467646560463
6,0.9613123579527418,0.8998416296284504,0.0012963817387470736
7,0.9508196721311475,0.94313130711867,0.0015159593731761563
8,0.959583400181828,0.8989711051515894,0.0008514937641285075
9,0.957247769019446,0.9124209131773993,0.0005473841091339596
10,0.9843055154490326,0.9176687392257733,0.0003456317835192631
11,0.9841227544245331,0.9321594874125095,0.0011825737167293912
12,0.9876519343691854,0.936566998642508,0.00015868221245763373
13,0.9373306485693688,0.8988230835063455,0.0011967367500420334
14,0.9711041448972484,0.9146561668486477,0.000767709537061913
15,0.9296613519567795,0.9192976609339989,0.0008374096688855527
16,0.993011999439715,0.9198333048494273,0.0006307324619315628
17,0.9602102102102101,0.9442861974197524,0.0017893080164747208
18,0.9714039040619933,0.9307050280435378,0.0012571616114016766
19,0.9566557293838261,0.9106113587080779,0.0013398115113659342
20,0.9913039532984483,0.9237917036083687,0.001450256902963391
