round,accuracy,detection_rate,false_positive_rate
1,0.9439810803004045,0.9100610120396357,0.027368136134433996
2,0.9711499390491671,0.9399601232755446,0.006775629722138948
3,0.9675372931431367,0.9277742398425117,0.0012134754524860396
4,0.9589288121882164,0.9373101578675881,0.006497972964700764
5,0.9842731187205248,0.9449082366811516,0.003206675441162244
6,0.967996688561376,0.9285279254642624,0.003707997612271536
7,0.9565418019413636,0.9360706075599623,0.0049901364719727795
8,0.912396932272351,0.8992742681284842,0.0073790053679622485
9,0.9617812872361238,0.933695592685678,0.0027294199637066304
10,0.9333666292088066,0.9127102922770103,0.002545675191965455
11,0.9720224437460231,0.9403601545871327,0.005286729860603344
12,0.9901041252682616,0.9421871719532462,0.0007655228852774108
13,0.9787103753750689,0.9564239361147018,0.004811698273228551
14,0.9785421667177996,0.9365721062745934,0.0065622323538949015
15,0.9325888740907695,0.9169307975396257,0.0031171712546056588
16,0.94427866406519,0.928248720739481,0.018943502750030334
17,0.9910223411922165,0.9497256281112293,0.0008245654422036398
18,0.9681688125894135,0.9306772585073593,0.007906064251955799
19,0.9152594144085177,0.8984840646340754,0.00628888178273035
20,0.9656292426403617,0.9283437660636042,0.0013196863360946782
