round,accuracy,detection_rate,false_positive_rate
1,0.9496751551108232,0.8598598556801882,0.008383607046161663
2,0.9530907267751572,0.8690154236596792,0.006718354193516912
3,0.9821045096635648,0.9510479023323977,0.002867908540625324
4,0.959916818299974,0.9583023800190514,0.004758139174293936
5,0.9597363003296245,0.8780609196684096,0.00608016342060297
6,0.9542292506632686,0.8766260895140299,0.00667717451019339
7,0.9590330127371979,0.9573781824445062,0.004758139174293936
8,0.9521110524040539,0.9294137268608536,0.005037595519560135
9,0.9553782197246652,0.8826873543358282,0.007134570457964997
10,0.9605462993171259,0.8812638223412844,0.0062716646307007014
11,0.9519189202171093,0.9294504162026911,0.004823770102006001
12,0.9575090350748918,0.8780018847032758,0.003243529354586135
13,0.9584282103240092,0.8824358111324238,0.004417903986507798
14,0.9586997848294303,0.8867443207956545,0.00595884951031168
15,0.9843951324266285,0.9536820959288606,0.0007435318438658248
16,0.984251968503937,0.9532430636627836,0.0007435318438658248
17,0.9575508157680335,0.8823668715871501,0.00466401625473517
18,0.9620312974608782,0.883921657916076,0.005266283277687612
19,0.9536961429463471,0.9314561623091923,0.005922799918730432
20,0.9602287496750714,0.9586853079622033,0.0059476739678674196
