round,accuracy,detection_rate,false_positive_rate
1,0.9281216204037491,0.7523719695908715,0.00605445299064966
2,0.9292819484498919,0.7560183314085513,0.006071382074991645
3,0.9292819484498919,0.7560183314085513,0.006071382074991645
4,0.9290172134102379,0.7498869380319055,0.004122783368981841
5,0.9286003965392935,0.7483041681876994,0.003985498506098252
6,0.9335571377072819,0.7790897270365873,0.008809361215087214
7,0.9326784426820476,0.7772609380502928,0.0091126758608535
8,0.9325826874549388,0.7769095557228383,0.0091126758608535
9,0.9341936283345349,0.7805352782654594,0.00855088548240607
10,0.9336866888968998,0.7795875572134153,0.008817088115518373
11,0.9367508561643836,0.7787992998870265,0.004315711786068858
12,0.9363734679163662,0.7774244901035401,0.0041944527807291215
13,0.9363847332372026,0.7775258635058894,0.004194890723008774
14,0.9411049026676279,0.8077156652303545,0.009126426852404168
15,0.941735760634463,0.809063875696161,0.00882918109954405
16,0.9404346160778658,0.8065115694918784,0.00940688387785638
17,0.941076739365537,0.8079011974181012,0.00910963812499626
18,0.9411443312905552,0.8084306017182286,0.00932093052991063
19,0.9411612292718097,0.8085136147300778,0.009328657430341792
20,0.9414484949531363,0.8095702621991419,0.009328657430341792
