round,accuracy,detection_rate,false_positive_rate
1,0.8981073327735796,0.6912013363260284,0.0008676036728066539
2,0.9507745798283287,0.6256855171213527,0.0014371295165191108
3,0.7949852507374631,0.7854887952202056,0.005155323654633259
4,0.9716427357003685,0.7640385755315018,0.0007069472547928316
5,0.9588666822199756,0.6662818821000673,0.0013751873713113134
6,0.9577350072629176,0.634501715280622,0.002062773787604845
7,0.9675123705035304,0.766581472855975,0.0012922330839406423
8,0.9892745276733268,0.6765016714290527,0.0015794407672228455
9,0.9744373148806159,0.6510591863987071,0.0019560464546260732
10,0.978526627705984,0.6627621702477415,0.0018126158530412393
11,0.9790880096543402,0.6142692405734714,0.0013052006801383767
12,0.8742868785656073,0.7301144552379775,0.0026513273801368215
13,0.9595566703422316,0.6587698880997699,0.002070978232579269
14,0.9767917172030872,0.6693526823530158,0.0015226950616160913
15,0.9734011158940137,0.6547887603847327,0.0008697324797289541
16,0.9254376687002359,0.8126381809671013,0.004582909800100039
17,0.9878505591258376,0.6708404786711115,0.0014159596689457047
18,0.9667014744942395,0.6119675052561495,0.0006775088278932623
19,0.9840574836262899,0.6713627406733912,0.0013807602712025025
20,0.9847252017246559,0.639033830494448,0.0013355655959843209
