round,accuracy,detection_rate,false_positive_rate
1,0.9432404352660263,0.8671200812428288,0.002588917270773731
2,0.445570543200875,0.9993841873415531,0.9480812842027568
3,0.6669522264549878,0.2084998064643404,0.008740548459452893
4,0.9438054791024917,0.877744259606766,0.009434150723168083
5,0.44427633977397013,0.9262738893398513,0.9008687061702256
6,0.9287862493848312,0.845663775598619,0.012050039810336727
7,0.3879299345642784,0.767002927487224,0.8816644528320174
8,0.9214042250697192,0.8387672565766929,0.020083229118699225
9,0.2922734812168492,0.5547510030174588,0.8941993703782863
10,0.9202559101762573,0.8339116671261578,0.018530724996507507
11,0.29484141450966095,0.5526040011147865,0.8886265451232431
12,0.8990156762668612,0.7809336410235855,0.017059126661969876
13,0.33806051768137074,0.6657782592628372,0.8956105306276865
14,0.9084446712720777,0.8024257810102072,0.016102692147527853
15,0.39831945026702886,0.7971713059475428,0.8860035674747277
16,0.9185425514463299,0.823583395007132,0.014000108386029431
17,0.38716439130197033,0.7814714536594076,0.8913253482190234
18,0.9034139584054828,0.7825807055966355,0.010787588611110389
19,0.39212541013488883,0.7929813595554243,0.8948568168891664
20,0.9048903632685054,0.8061887738872324,0.02527232004555175
