round,accuracy,detection_rate,false_positive_rate,train_loss
1,0.9128001779875577,0.6927551607926955,0.004997928611368564,0.2658924567452034
2,0.9145772373064173,0.689254417435866,0.0012495003979097659,0.259513760835398
3,0.9147659266477226,0.6893993366388815,0.0010443710735024946,0.25914061744432615
4,0.9150222062008387,0.690175658261205,0.0009824783608087797,0.2591366845975542
5,0.9153291784128128,0.6915426801514436,0.0010713855492527,0.259587186753445
6,0.9153770548128455,0.6915012573677346,0.0009901398586775524,0.26163820475752936
7,0.9154897051658635,0.6916775793724889,0.0009011858991573238,0.2612947415955878
8,0.9155009702011654,0.6916564025686922,0.0008779601954390503,0.26216758021681935
9,0.9154080336599257,0.6914599167373923,0.000932141661588563,0.2627558810154538
10,0.9155685604129762,0.691749827413637,0.0008199251728450195,0.263301008099364
11,0.9154812563893873,0.691749785021218,0.0009398227860976172,0.2651840775079815
12,0.9154333799893545,0.6922467690141927,0.0011913271353717323,0.26468638579676607
13,0.9155516628600235,0.6919984428212206,0.0009360511506156388,0.26543346033865206
14,0.9155713766718014,0.6920190627635059,0.0009167157636798882,0.2661979161605072
15,0.9154418287658308,0.6915945086605475,0.0009360935313475142,0.26648822057933635
16,0.9154643588364344,0.6914083772122556,0.000835465645616422,0.2686468130847799
17,0.9155291327894197,0.6917396912929384,0.0008703098041971967,0.26619879774640964
18,0.9153517084834164,0.6914292293904529,0.000998000977626982,0.2739361881185171
19,0.9154981539423399,0.6917086594536777,0.0009012453861325588,0.26846362137901203
20,0.9155713766718017,0.6917190430293186,0.0008045359967592708,0.2695834058291104
