round,accuracy,detection_rate,false_positive_rate
1,0.9425113464447807,0.8712670343903939,0.007151527432418097
2,0.4405154657966207,0.987751831002196,0.9482505407149665
3,0.8089135982500912,0.5444815797077807,0.0020652789997694728
4,0.43981042654028435,0.9869384906870778,0.9497325147800738
5,0.8094786729857821,0.5448168992211772,0.0016881595554881597
6,0.4410258279714926,0.9864987216213099,0.946797423316783
7,0.791560335399198,0.5005282745089663,0.0012168582675141284
8,0.4410987368536173,0.9870878643084983,0.9464275515093183
9,0.7781929533565427,0.46791723004512364,0.0011228810837566395
10,0.4410805096330861,0.9863877937907486,0.9460131069224602
11,0.7487559921987497,0.3972363233678524,0.00103103129827755
12,0.4401932191031717,0.9865882393332595,0.946629252175879
13,0.7502551950419251,0.40140404293113163,0.0010636217418871434
14,0.4402661319722931,0.9866290930253782,0.9484001818685164
15,0.7497220348869001,0.39771784584848463,0.0008721901055033338
16,0.4399686491806864,0.9850670915610453,0.946712059763767
17,0.8333211811884798,0.6000171035070577,0.0008431608074892472
18,0.4398592858574995,0.9868442581042851,0.947207450470723
19,0.8662668829630169,0.6799597505574903,0.0009994725952872181
20,0.4395187750637987,0.9847573636742228,0.947422717508512
