round,accuracy,detection_rate,false_positive_rate
1,0.9448576324328266,0.8755548364702597,0.005597752727560551
2,0.6516825257938678,0.9906626304982679,0.5894449596687369
3,0.9278500856757447,0.8304040800636039,0.002528879918638009
4,0.6167013015421634,0.9842526930941066,0.644392453333942
5,0.9449123190783476,0.8713038401529392,0.002560230238737024
6,0.6274563418279921,0.9906849213177065,0.6319064772122166
7,0.9429618287214262,0.8736004127737046,0.007494663515232014
8,0.6334901017171607,0.985673088882949,0.6160628611717718
9,0.9403733275000912,0.8688117817322585,0.008784869040786573
10,0.6199278136279119,0.987848576521182,0.6431751939676451
11,0.9419592402202048,0.8697853806823146,0.006789038222493743
12,0.6145320646031571,0.9827385337401872,0.6488685130717258
13,0.9426154799664588,0.8689625009686864,0.004657602616900871
14,0.6171934813518538,0.988305604018196,0.647153383951354
15,0.9435633818221589,0.8728670405558755,0.006440431146228156
16,0.6119071056181414,0.9848570629931055,0.6543312698290786
17,0.9437092128768821,0.8711158414976095,0.0046154196226072175
18,0.6124175143096723,0.9888931883610361,0.6548851078939268
19,0.9431988041853512,0.8695591908982495,0.004334329076065682
20,0.6124357431915126,0.9883902855047387,0.6553270777276605
