Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 16
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 70814, 'n_jobs': -1, 'max_depth': 3, 'learning_rate': 0.017462960628932028, 'n_estimators': 850, 'min_child_weight': 2, 'gamma': 0.6008466563824473, 'subsample': 0.8874331341725578, 'colsample_bytree': 0.7409548092577293, 'max_delta_step': 2}
Optimal Threshold: 0.6300
Accuracy: 0.9635838059
Detection Rate: 0.8829362449
False Positive Rate: 0.0062885102

--- Per-Round Attention Weights ---
Round 1: α = [0.03732915995020944, 0.03732915995020944, 0.08177309760761894, 0.03732915995020944, 0.05964157921698461, 0.08092006342161721, 0.08455875483365115, 0.08103283475200372, 0.08099196022199441, 0.046854391786284706, 0.07813362848774932, 0.03732915995020944, 0.05771208320227069, 0.05147372768083794, 0.08828612712924482, 0.05930511185890473]
  Client 0: DR=0.0000, FPR=0.0000, Score=0.0000
  Client 9: DR=0.8548, FPR=0.0107, Score=0.8457
  Client 10: DR=0.8551, FPR=0.0109, Score=0.8458
  Client 11: DR=0.8549, FPR=0.0108, Score=0.8457
  Client 12: DR=0.8551, FPR=0.0110, Score=0.8457
  Client 13: DR=0.8550, FPR=0.0109, Score=0.8457
  Client 14: DR=0.8548, FPR=0.0107, Score=0.8457
  Client 15: DR=0.8551, FPR=0.0110, Score=0.8457
Round 9: α = [0.062479876598880275, 0.0624936944227424, 0.062479876598880275, 0.062479876598880275, 0.0625436228695895, 0.06252660548300357, 0.0625436228695895, 0.062479876598880275, 0.06254339131819588, 0.062466496362816995, 0.06252986718280179, 0.062479876598880275, 0.06246345745882384, 0.062479876598880275, 0.06254339131819588, 0.06246659112095895]
  Client 0: DR=0.8554, FPR=0.0110, Score=0.8460
  Client 1: DR=0.8571, FPR=0.0127, Score=0.8462
  Client 2: DR=0.8554, FPR=0.0110, Score=0.8460
  Client 3: DR=0.8554, FPR=0.0110, Score=0.8460
  Client 4: DR=0.8578, FPR=0.0126, Score=0.8470
  Client 5: DR=0.8562, FPR=0.0110, Score=0.8467
  Client 6: DR=0.8578, FPR=0.0126, Score=0.8470
  Client 7: DR=0.8554, FPR=0.0110, Score=0.8460
  Client 8: DR=0.8579, FPR=0.0127, Score=0.8470
  Client 9: DR=0.8551, FPR=0.0109, Score=0.8458
  Client 10: DR=0.8562, FPR=0.0109, Score=0.8468
  Client 11: DR=0.8554, FPR=0.0110, Score=0.8460
  Client 12: DR=0.8551, FPR=0.0109, Score=0.8457
  Client 13: DR=0.8554, FPR=0.0110, Score=0.8460
  Client 14: DR=0.8579, FPR=0.0127, Score=0.8470
  Client 15: DR=0.8549, FPR=0.0107, Score=0.8458
Round 10: α = [0.06249926455911106, 0.06249926455911106, 0.06249887323761147, 0.06250517587290538, 0.06249926455911106, 0.06249919273207693, 0.06249926455911106, 0.06249926455911106, 0.06250277932695648, 0.06249622923684863, 0.06249926455911106, 0.06250517587290538, 0.06249926455911106, 0.06249622923684863, 0.06249926455911106, 0.06250222801095864]
  Client 0: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 1: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 2: DR=0.8579, FPR=0.0127, Score=0.8471
  Client 3: DR=0.8580, FPR=0.0126, Score=0.8472
  Client 4: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 5: DR=0.8579, FPR=0.0127, Score=0.8471
  Client 6: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 7: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 8: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 9: DR=0.8578, FPR=0.0126, Score=0.8470
  Client 10: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 11: DR=0.8580, FPR=0.0126, Score=0.8472
  Client 12: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 13: DR=0.8578, FPR=0.0126, Score=0.8470
  Client 14: DR=0.8579, FPR=0.0126, Score=0.8471
  Client 15: DR=0.8580, FPR=0.0127, Score=0.8471
Round 11: α = [0.06247355790122801, 0.06259612995604046, 0.06247355790122801, 0.06247355790122801, 0.06246706983427168, 0.06247355790122801, 0.06247355790122801, 0.062479466418999104, 0.06253194474194351, 0.06248241372975191, 0.06247682396847184, 0.06247355790122801, 0.06247355790122801, 0.06247506728963663, 0.06258010468198326, 0.06259607407030558]
  Client 0: DR=0.8580, FPR=0.0127, Score=0.8472
  Client 1: DR=0.8600, FPR=0.0126, Score=0.8491
  Client 2: DR=0.8580, FPR=0.0127, Score=0.8472
  Client 3: DR=0.8580, FPR=0.0127, Score=0.8472
  Client 4: DR=0.8580, FPR=0.0128, Score=0.8470
  Client 5: DR=0.8580, FPR=0.0127, Score=0.8472
  Client 6: DR=0.8580, FPR=0.0127, Score=0.8472
  Client 7: DR=0.8581, FPR=0.0127, Score=0.8472
  Client 8: DR=0.8590, FPR=0.0127, Score=0.8481
  Client 9: DR=0.8581, FPR=0.0126, Score=0.8473
  Client 10: DR=0.8580, FPR=0.0126, Score=0.8472
  Client 11: DR=0.8580, FPR=0.0127, Score=0.8472
  Client 12: DR=0.8580, FPR=0.0127, Score=0.8472
  Client 13: DR=0.8580, FPR=0.0126, Score=0.8472
  Client 14: DR=0.8598, FPR=0.0127, Score=0.8489
  Client 15: DR=0.8600, FPR=0.0126, Score=0.8491
Round 12: α = [0.06253346839335006, 0.06253346839335006, 0.06253346839335006, 0.06254146073698028, 0.06224350222788505, 0.06253228038657627, 0.06253346839335006, 0.06253994825513631, 0.06253307533481625, 0.06227120877105673, 0.06253378806748422, 0.0625329888852129, 0.06253378806748422, 0.0625340385019132, 0.06253521374021777, 0.06253483345183668]
  Client 0: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 1: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 2: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 3: DR=0.8868, FPR=0.0127, Score=0.8756
  Client 4: DR=0.8820, FPR=0.0127, Score=0.8708
  Client 5: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 6: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 7: DR=0.8868, FPR=0.0127, Score=0.8755
  Client 8: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 9: DR=0.8841, FPR=0.0145, Score=0.8712
  Client 10: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 11: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 12: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 13: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 14: DR=0.8866, FPR=0.0126, Score=0.8755
  Client 15: DR=0.8867, FPR=0.0127, Score=0.8755
Round 13: α = [0.06250109440791432, 0.06250794815491582, 0.06250221211379246, 0.06250221211379246, 0.06250109440791432, 0.06250221211379246, 0.06248412429725316, 0.06250284807120907, 0.06250221211379246, 0.06250839033201555, 0.06250221211379246, 0.06250284807120907, 0.06250141499377679, 0.06248523800339936, 0.06250842647288109, 0.06248551221854907]
  Client 0: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 1: DR=0.8889, FPR=0.0147, Score=0.8758
  Client 2: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 3: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 4: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 5: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 6: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 7: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 8: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 9: DR=0.8888, FPR=0.0147, Score=0.8758
  Client 10: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 11: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 12: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 13: DR=0.8867, FPR=0.0127, Score=0.8754
  Client 14: DR=0.8889, FPR=0.0147, Score=0.8758
  Client 15: DR=0.8867, FPR=0.0127, Score=0.8754
Round 14: α = [0.06249138674106888, 0.06249138674106888, 0.06249776292508203, 0.06249138674106888, 0.06249138674106888, 0.06248899931581633, 0.06249138674106888, 0.0626129303825356, 0.06249011158233015, 0.062497284688714835, 0.062491864932304304, 0.062497284688714835, 0.062489156969313904, 0.06249138674106888, 0.06249776292508203, 0.06248852114369266]
  Client 0: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 1: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 2: DR=0.8889, FPR=0.0147, Score=0.8758
  Client 3: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 4: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 5: DR=0.8887, FPR=0.0147, Score=0.8757
  Client 6: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 7: DR=0.9024, FPR=0.0274, Score=0.8776
  Client 8: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 9: DR=0.8889, FPR=0.0147, Score=0.8758
  Client 10: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 11: DR=0.8889, FPR=0.0147, Score=0.8758
  Client 12: DR=0.8887, FPR=0.0147, Score=0.8757
  Client 13: DR=0.8888, FPR=0.0147, Score=0.8757
  Client 14: DR=0.8889, FPR=0.0147, Score=0.8758
  Client 15: DR=0.8887, FPR=0.0147, Score=0.8756
Round 15: α = [0.062470735825833075, 0.06258691277910867, 0.06241468787070829, 0.062470735825833075, 0.06253574252005269, 0.06259543101225805, 0.062470735825833075, 0.062470735825833075, 0.062463387902815255, 0.06253132733489969, 0.06253132733489969, 0.062470735825833075, 0.062470735825833075, 0.06246589419777411, 0.06258833464562066, 0.06246253944686444]
  Client 0: DR=0.8890, FPR=0.0122, Score=0.8781
  Client 1: DR=0.9025, FPR=0.0250, Score=0.8800
  Client 2: DR=0.8890, FPR=0.0132, Score=0.8772
  Client 3: DR=0.8890, FPR=0.0122, Score=0.8781
  Client 4: DR=0.9026, FPR=0.0260, Score=0.8792
  Client 5: DR=0.9025, FPR=0.0248, Score=0.8801
  Client 6: DR=0.8890, FPR=0.0122, Score=0.8781
  Client 7: DR=0.8890, FPR=0.0122, Score=0.8781
  Client 8: DR=0.8889, FPR=0.0122, Score=0.8780
  Client 9: DR=0.9025, FPR=0.0260, Score=0.8791
  Client 10: DR=0.9025, FPR=0.0260, Score=0.8791
  Client 11: DR=0.8890, FPR=0.0122, Score=0.8781
  Client 12: DR=0.8890, FPR=0.0122, Score=0.8781
  Client 13: DR=0.8888, FPR=0.0121, Score=0.8780
  Client 14: DR=0.9025, FPR=0.0250, Score=0.8800
  Client 15: DR=0.8888, FPR=0.0121, Score=0.8780
Round 16: α = [0.06250229845656706, 0.06250229845656706, 0.06256243765996347, 0.06256764928958482, 0.06250229845656706, 0.06250166738060114, 0.06250229845656706, 0.06256227973857001, 0.06256749135503606, 0.0623608950314077, 0.06250229845656706, 0.06256828103176651, 0.06236791192895913, 0.06250166738060114, 0.06256749135503606, 0.062360735565638696]
  Client 0: DR=0.9029, FPR=0.0250, Score=0.8803
  Client 1: DR=0.9029, FPR=0.0250, Score=0.8803
  Client 2: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 3: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 4: DR=0.9029, FPR=0.0250, Score=0.8803
  Client 5: DR=0.9029, FPR=0.0250, Score=0.8803
  Client 6: DR=0.9029, FPR=0.0250, Score=0.8803
  Client 7: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 8: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 9: DR=0.8890, FPR=0.0122, Score=0.8781
  Client 10: DR=0.9029, FPR=0.0250, Score=0.8803
  Client 11: DR=0.9040, FPR=0.0250, Score=0.8814
  Client 12: DR=0.8891, FPR=0.0122, Score=0.8782
  Client 13: DR=0.9029, FPR=0.0250, Score=0.8803
  Client 14: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 15: DR=0.8890, FPR=0.0122, Score=0.8781
Round 17: α = [0.06251706205856578, 0.06251363210016135, 0.06251706205856578, 0.06251706205856578, 0.06251706205856578, 0.06251047630892452, 0.06251453719667899, 0.06251706205856578, 0.06251047630892452, 0.06239095766208554, 0.06251721986581954, 0.0625163146479758, 0.06251721986581954, 0.06251453719667899, 0.06251721986581954, 0.06239209868828274]
  Client 0: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 1: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 2: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 3: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 4: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 5: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 6: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 7: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 8: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 9: DR=0.8903, FPR=0.0123, Score=0.8794
  Client 10: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 11: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 12: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 13: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 14: DR=0.9039, FPR=0.0250, Score=0.8814
  Client 15: DR=0.8903, FPR=0.0122, Score=0.8794
Round 18: α = [0.06251141317683759, 0.0625153579490302, 0.0625165964283291, 0.0625165964283291, 0.0625165964283291, 0.0625165964283291, 0.06251671250609862, 0.06239135244758585, 0.0625153579490302, 0.06251141317683759, 0.06251770104637328, 0.06251134732115354, 0.0625161469333403, 0.06251580742738984, 0.0625165964283291, 0.062394407924677577]
  Client 0: DR=0.9038, FPR=0.0250, Score=0.8812
  Client 1: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 2: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 3: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 4: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 5: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 6: DR=0.9039, FPR=0.0249, Score=0.8813
  Client 7: DR=0.8902, FPR=0.0123, Score=0.8793
  Client 8: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 9: DR=0.9038, FPR=0.0250, Score=0.8812
  Client 10: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 11: DR=0.9038, FPR=0.0249, Score=0.8812
  Client 12: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 13: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 14: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 15: DR=0.8902, FPR=0.0122, Score=0.8794
Round 19: α = [0.06250859837443548, 0.06250859837443548, 0.06250859837443548, 0.06250859837443548, 0.0625032341252705, 0.06250859837443548, 0.06250859837443548, 0.06250859837443548, 0.06250367118394012, 0.0625032341252705, 0.06250859837443548, 0.06250859837443548, 0.06250859837443548, 0.06250859837443548, 0.06250859837443548, 0.06238668007229303]
  Client 0: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 1: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 2: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 3: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 4: DR=0.9038, FPR=0.0250, Score=0.8812
  Client 5: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 6: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 7: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 8: DR=0.9038, FPR=0.0250, Score=0.8812
  Client 9: DR=0.9038, FPR=0.0250, Score=0.8812
  Client 10: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 11: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 12: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 13: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 14: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 15: DR=0.8903, FPR=0.0123, Score=0.8793
Round 20: α = [0.062499899946370764, 0.062499899946370764, 0.062499899946370764, 0.062499899946370764, 0.062499899946370764, 0.06250040942066006, 0.062499462879020626, 0.062499899946370764, 0.062499462879020626, 0.06250084650214059, 0.06250084650214059, 0.062499899946370764, 0.06250040942066006, 0.062499899946370764, 0.062499462879020626, 0.062499899946370764]
  Client 0: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 1: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 2: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 3: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 4: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 5: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 6: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 7: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 8: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 9: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 10: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 11: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 12: DR=0.9039, FPR=0.0250, Score=0.8813
  Client 13: DR=0.9039, FPR=0.0250, Score=0.8813
