round,accuracy,detection_rate,false_positive_rate
1,0.8710515050468637,0.5401633853183948,0.005636183940332417
2,0.8703361571737565,0.5380632744184075,0.0058909830918325926
3,0.8709106885364095,0.5402862153161185,0.005845676950929961
4,0.9330727289113193,0.776573385961336,0.00849388494272407
5,0.9337824441240086,0.7794886571323402,0.00845352429189107
6,0.93596228370584,0.775100288699969,0.003991296108246182
7,0.9360411409516942,0.7750895697787236,0.003936154306909962
8,0.9365424477289113,0.7769532752863889,0.003829654980472434
9,0.936136896178803,0.7753481337387936,0.0039127166829308144
10,0.9402543709444845,0.8042332039279884,0.008802968625035358
11,0.9410147801009373,0.8062367548561044,0.008686077959499175
12,0.9405303713049747,0.8048269093781354,0.008737054254232622
13,0.9424623738284066,0.8031281159608701,0.005432703763811011
14,0.9481682588320115,0.8325807648702339,0.008723488346506166
15,0.9504494863013698,0.8331328355774587,0.005635243479842621
16,0.9507592826243692,0.8376519696551743,0.007058334851876092
17,0.9545050018024513,0.8556522024233182,0.008433613516843508
18,0.9599123558038933,0.8759207240394025,0.008689550868556481
19,0.9632637887527037,0.8896047909552849,0.00921483007274453
20,0.9627117880317231,0.8875379726072329,0.009192432174063084
