round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.921748,0.050097,0.833272,0.040635,0.000157,0.000098,0.033469,0.028916
2,0.925819,0.046620,0.839012,0.038826,0.000278,0.000328,0.031400,0.026536
3,0.934721,0.032393,0.850139,0.045408,0.001739,0.002392,0.030883,0.026395
4,0.943563,0.022575,0.858040,0.055565,0.000895,0.000735,0.030532,0.026707
5,0.946562,0.019612,0.861772,0.057043,0.000940,0.001264,0.029996,0.026875
6,0.948670,0.016017,0.865953,0.058927,0.002242,0.002919,0.029776,0.027089
7,0.948142,0.014456,0.866958,0.060247,0.004005,0.005539,0.029857,0.026922
8,0.950047,0.012141,0.869167,0.061582,0.004077,0.005419,0.029542,0.027020
9,0.949552,0.014521,0.866794,0.060187,0.002348,0.003214,0.029893,0.027066
10,0.934852,0.034551,0.852595,0.048114,0.003003,0.004154,0.029797,0.026714
11,0.940625,0.026137,0.858162,0.053341,0.002981,0.004150,0.031225,0.025406
12,0.946462,0.018802,0.863902,0.057534,0.002543,0.003407,0.030035,0.026316
13,0.950424,0.013423,0.867624,0.061437,0.002269,0.002996,0.030152,0.026816
14,0.949138,0.015221,0.867014,0.059519,0.002644,0.003417,0.029902,0.026743
15,0.948607,0.015744,0.873064,0.066256,0.009529,0.008404,0.029355,0.026793
