round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.935205,0.004272,0.887103,0.011486,0.000179,0.000084,0.042037,0.008677
2,0.947914,0.003541,0.906518,0.012076,0.000184,0.000112,0.037633,0.007249
3,0.950812,0.003556,0.909956,0.016335,0.000471,0.000522,0.036667,0.006439
4,0.951672,0.004459,0.914435,0.014092,0.002301,0.002946,0.036276,0.006476
5,0.951633,0.001897,0.910816,0.014138,0.000208,0.000185,0.036235,0.006516
6,0.949716,0.004340,0.912708,0.009609,0.002930,0.004015,0.036341,0.006465
7,0.952119,0.003447,0.913797,0.014082,0.000558,0.000679,0.036586,0.006789
8,0.954355,0.002431,0.917386,0.011879,0.000104,0.000021,0.036172,0.006196
9,0.954537,0.002266,0.917974,0.012320,0.000097,0.000022,0.036191,0.006243
10,0.955257,0.002064,0.919143,0.011298,0.000139,0.000034,0.036013,0.006128
11,0.955494,0.001198,0.919620,0.012559,0.000121,0.000033,0.036063,0.006075
12,0.955597,0.001471,0.919067,0.012109,0.000119,0.000051,0.036232,0.006488
13,0.955497,0.001548,0.920968,0.013529,0.001427,0.001856,0.036165,0.006064
14,0.955075,0.001864,0.918863,0.011077,0.000258,0.000208,0.036101,0.006451
15,0.955102,0.003101,0.919137,0.011285,0.000173,0.000064,0.036725,0.006282
16,0.956032,0.001135,0.920386,0.013430,0.000257,0.000241,0.036252,0.005681
17,0.955163,0.000487,0.918593,0.011558,0.000079,0.000023,0.036776,0.006406
18,0.955664,0.001849,0.919602,0.013598,0.000101,0.000049,0.037135,0.005684
19,0.955266,0.002027,0.920102,0.013117,0.000119,0.000043,0.036490,0.005325
20,0.955363,0.003207,0.920103,0.011522,0.000164,0.000065,0.037206,0.004964
