round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.867339,0.009337,0.692141,0.027320,0.008049,0.003974,0.304386,0.009327
2,0.935134,0.003995,0.857660,0.016032,0.009764,0.004573,0.238965,0.009533
3,0.935067,0.008073,0.881236,0.016515,0.026647,0.024734,0.211179,0.008753
4,0.934860,0.009178,0.891484,0.014504,0.034291,0.025995,0.199596,0.008544
5,0.938084,0.005152,0.892603,0.012686,0.029570,0.017669,0.192086,0.008839
6,0.941794,0.002059,0.891484,0.012180,0.022426,0.012174,0.186700,0.008522
7,0.941949,0.002485,0.896008,0.008831,0.025380,0.010100,0.182462,0.008022
8,0.944662,0.001232,0.893860,0.009448,0.019208,0.008129,0.179182,0.007719
9,0.945701,0.003491,0.894963,0.009148,0.018215,0.009924,0.176329,0.007468
10,0.946801,0.001884,0.896227,0.007123,0.017231,0.005472,0.173999,0.007331
11,0.947667,0.001922,0.895935,0.007833,0.015542,0.005694,0.171907,0.007333
12,0.948846,0.002772,0.895240,0.007595,0.013030,0.006443,0.170078,0.007385
13,0.950070,0.002209,0.895730,0.007980,0.011284,0.003883,0.168483,0.007338
14,0.950487,0.001862,0.890233,0.004610,0.006661,0.002927,0.167128,0.007208
15,0.950727,0.002378,0.893486,0.009930,0.008564,0.003910,0.165849,0.007116
16,0.950876,0.001832,0.894715,0.009770,0.009183,0.004159,0.164761,0.006994
17,0.951192,0.002582,0.890504,0.010500,0.005647,0.003091,0.163779,0.006869
18,0.951657,0.002386,0.891608,0.009339,0.005637,0.002725,0.162876,0.006699
19,0.951912,0.002305,0.891732,0.009111,0.005289,0.002591,0.161991,0.006605
20,0.952225,0.002444,0.893157,0.008030,0.005766,0.002955,0.161248,0.006397
