round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.963266,0.004332,0.889356,0.015848,0.043290,0.061055
2,0.963928,0.004124,0.892411,0.014176,0.043648,0.061362
3,0.964573,0.004248,0.894531,0.013327,0.043920,0.061854
4,0.968173,0.007853,0.900017,0.016996,0.044824,0.063154
5,0.969838,0.009542,0.901858,0.018636,0.044657,0.062963
6,0.970783,0.009829,0.903128,0.019430,0.044225,0.062352
7,0.971053,0.009722,0.904734,0.018987,0.044614,0.062859
8,0.971436,0.009508,0.906580,0.019787,0.044646,0.062826
9,0.970197,0.007365,0.904572,0.018509,0.043908,0.061775
10,0.972302,0.009645,0.907070,0.020562,0.043942,0.061829
11,0.972560,0.009964,0.909494,0.020184,0.044943,0.063224
12,0.972880,0.009822,0.910500,0.019522,0.044949,0.063248
13,0.973299,0.009697,0.911834,0.019111,0.044887,0.063119
14,0.972643,0.008490,0.909507,0.018595,0.043892,0.061729
15,0.973891,0.010003,0.912533,0.019740,0.044580,0.062699
16,0.973098,0.008716,0.911872,0.018439,0.044567,0.062708
17,0.973299,0.008579,0.912538,0.018300,0.044553,0.062679
18,0.973584,0.008758,0.911775,0.018902,0.043893,0.061728
19,0.973326,0.008064,0.913165,0.018015,0.044511,0.062584
20,0.973341,0.007985,0.913388,0.017981,0.044518,0.062579
