round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.594589,0.227572,0.941256,0.083058,0.525024,0.375318,0.037944,0.009969
2,0.650570,0.202037,0.927712,0.095749,0.451001,0.349339,0.053165,0.022209
3,0.905322,0.026530,0.880896,0.061218,0.047318,0.066834,0.052152,0.028828
4,0.858403,0.099993,0.899684,0.081949,0.130591,0.184650,0.049394,0.008976
5,0.719565,0.204891,0.966423,0.035890,0.384044,0.330563,0.038935,0.022579
6,0.774762,0.242190,0.934450,0.046363,0.276997,0.391480,0.042042,0.021922
7,0.766623,0.242695,0.920910,0.055940,0.254389,0.359647,0.026132,0.003008
8,0.671428,0.215896,0.966882,0.045738,0.427497,0.315088,0.042536,0.013785
9,0.853290,0.139413,0.943880,0.040724,0.162547,0.223704,0.028503,0.013895
10,0.788443,0.227171,0.934615,0.047196,0.233941,0.330761,0.028524,0.019806
11,0.857027,0.134038,0.940257,0.041940,0.155902,0.219825,0.052001,0.022289
12,0.471485,0.043893,0.999991,0.000013,0.755095,0.118120,0.026471,0.014114
13,0.835997,0.165780,0.942384,0.042845,0.190287,0.268104,0.027567,0.013848
14,0.877208,0.099171,0.928080,0.043007,0.110552,0.156213,0.026826,0.011232
15,0.954926,0.000755,0.925458,0.017041,0.005140,0.003736,0.066272,0.020122
16,0.954015,0.004011,0.917392,0.012189,0.000212,0.000227,0.039890,0.022284
17,0.857407,0.142482,0.948885,0.037388,0.162834,0.226766,0.088144,0.025270
18,0.797903,0.112521,0.976546,0.023569,0.261559,0.172688,0.053251,0.012918
19,0.949147,0.007929,0.926591,0.017158,0.014176,0.019574,0.046744,0.031972
20,0.708518,0.221722,0.964584,0.045834,0.369859,0.315367,0.036065,0.024360
