round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.870326,0.001131,0.714448,0.009621,0.018799,0.004905,0.343903,0.002617
2,0.924587,0.000901,0.829636,0.006279,0.007871,0.003099,0.282721,0.007147
3,0.923165,0.002235,0.833787,0.014397,0.013256,0.013797,0.260191,0.010968
4,0.931769,0.004939,0.847353,0.009817,0.008183,0.004080,0.245288,0.016274
5,0.934981,0.004946,0.857608,0.006987,0.009980,0.003910,0.234780,0.017601
6,0.938936,0.003391,0.869521,0.003140,0.011686,0.005400,0.225637,0.016006
7,0.938490,0.003658,0.873759,0.008383,0.015466,0.010276,0.217586,0.014092
8,0.934124,0.010603,0.879351,0.008341,0.026915,0.023790,0.211505,0.013010
9,0.935649,0.009722,0.882106,0.006349,0.026265,0.020739,0.206740,0.012264
10,0.940003,0.005314,0.882252,0.004854,0.018918,0.011120,0.203109,0.011836
11,0.938380,0.008981,0.882719,0.007484,0.022028,0.019431,0.200024,0.011596
12,0.942965,0.003013,0.880819,0.005501,0.012830,0.002201,0.197358,0.011386
13,0.942309,0.003623,0.884918,0.005363,0.016870,0.005532,0.194988,0.011223
14,0.943293,0.003515,0.883143,0.005311,0.013922,0.005882,0.192900,0.011096
15,0.943329,0.003190,0.884735,0.004199,0.014993,0.002694,0.191002,0.010864
16,0.944806,0.002468,0.883661,0.005385,0.011702,0.000495,0.189222,0.010586
17,0.944283,0.003325,0.886196,0.003643,0.014401,0.004166,0.187740,0.010386
18,0.943044,0.005074,0.888038,0.003964,0.017832,0.009332,0.186142,0.010118
19,0.943931,0.004697,0.887709,0.003579,0.016080,0.008699,0.184789,0.009826
20,0.946120,0.003322,0.886440,0.002390,0.011431,0.003993,0.181046,0.010943
