round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.872313,0.001644,0.724554,0.005969,0.022589,0.005781,0.346403,0.006396
2,0.924718,0.000823,0.831836,0.008233,0.009213,0.004463,0.284323,0.008588
3,0.924745,0.003658,0.830478,0.015736,0.008198,0.005222,0.261044,0.011799
4,0.930162,0.002677,0.844881,0.006406,0.009176,0.005995,0.245939,0.017017
5,0.933452,0.005646,0.851863,0.011029,0.008509,0.002907,0.235594,0.018406
6,0.937527,0.003285,0.870999,0.007030,0.015148,0.007227,0.226629,0.016558
7,0.939480,0.002356,0.874886,0.005043,0.014571,0.005394,0.218456,0.014485
8,0.937955,0.005218,0.878926,0.005550,0.020057,0.012320,0.212172,0.012975
9,0.934689,0.011261,0.881580,0.007558,0.027533,0.023860,0.207426,0.012149
10,0.941400,0.004056,0.881339,0.005851,0.015877,0.008381,0.203872,0.011758
11,0.941947,0.004105,0.881126,0.004902,0.014790,0.008055,0.200551,0.011440
12,0.942737,0.003778,0.881184,0.004958,0.013480,0.006362,0.197749,0.011162
13,0.942436,0.003853,0.883684,0.005131,0.015773,0.005708,0.195480,0.010981
14,0.942980,0.003535,0.883471,0.006131,0.014691,0.005025,0.193438,0.010770
15,0.941898,0.006036,0.883932,0.006871,0.016869,0.012457,0.191648,0.010584
16,0.944095,0.002626,0.882740,0.007587,0.012263,0.004008,0.189820,0.010208
17,0.943497,0.004328,0.885648,0.005576,0.015357,0.007778,0.188222,0.010092
18,0.945496,0.002085,0.884991,0.005950,0.011468,0.001377,0.186673,0.009832
19,0.944766,0.003807,0.886445,0.003677,0.013751,0.006378,0.185250,0.009625
20,0.945909,0.002167,0.885765,0.004805,0.011312,0.001321,0.183861,0.009359
