round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.931435,0.063490,0.852326,0.015957,0.036356,0.045993
2,0.913739,0.098438,0.883087,0.103302,0.088088,0.121148
3,0.955539,0.038973,0.926530,0.047052,0.036162,0.046468
4,0.954917,0.030407,0.908190,0.018529,0.079446,0.092573
5,0.980460,0.009518,0.939093,0.026059,0.001523,0.000835
6,0.944515,0.039785,0.914041,0.014061,0.117164,0.078369
7,0.966396,0.020921,0.933809,0.017795,0.039472,0.044730
8,0.911726,0.109131,0.927802,0.011616,0.096862,0.135800
9,0.961374,0.035433,0.921335,0.030571,0.001702,0.001351
10,0.912106,0.108508,0.965301,0.021620,0.122965,0.173506
11,0.964927,0.015854,0.940891,0.030635,0.062929,0.065883
12,0.936310,0.058760,0.913288,0.066295,0.009254,0.009771
13,0.954662,0.038297,0.932569,0.043043,0.032020,0.041858
14,0.934864,0.032823,0.915110,0.033610,0.039472,0.043808
15,0.967613,0.009962,0.920076,0.011237,0.003249,0.002126
16,0.939665,0.057232,0.947039,0.007993,0.159692,0.116208
17,0.978300,0.012432,0.931423,0.012983,0.035069,0.044555
18,0.941271,0.049646,0.934378,0.013534,0.209265,0.155940
19,0.983952,0.003676,0.952778,0.019754,0.000249,0.000205
20,0.951167,0.012560,0.926722,0.017022,0.008761,0.007162
