round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.946599,0.035500,0.891242,0.020703,0.069692,0.090954
2,0.918858,0.077537,0.829507,0.095293,0.037623,0.044601
3,0.958846,0.025836,0.895094,0.018950,0.000969,0.000704
4,0.955650,0.030674,0.918056,0.047610,0.013631,0.015987
5,0.980426,0.014424,0.941035,0.019296,0.077230,0.108294
6,0.928919,0.049182,0.912074,0.043862,0.122380,0.091848
7,0.950948,0.035246,0.910051,0.026297,0.001336,0.000721
8,0.876183,0.115084,0.937452,0.025275,0.143844,0.193074
9,0.971693,0.026357,0.914009,0.037070,0.001969,0.001070
10,0.938829,0.067956,0.925263,0.032211,0.200607,0.154583
11,0.964472,0.016003,0.928822,0.019374,0.004346,0.003492
12,0.977401,0.016685,0.931845,0.010449,0.011418,0.014767
13,0.968848,0.014399,0.932291,0.013009,0.001339,0.000978
14,0.967763,0.034157,0.932619,0.012859,0.046336,0.041615
15,0.954887,0.032416,0.926337,0.033699,0.038815,0.042581
16,0.903485,0.119451,0.939672,0.004318,0.101580,0.142957
17,0.946488,0.015392,0.922123,0.033940,0.076030,0.092518
18,0.928835,0.046650,0.926647,0.008491,0.165593,0.111587
19,0.983779,0.005414,0.932626,0.010365,0.001123,0.000586
20,0.946610,0.043871,0.945717,0.018713,0.084605,0.116112
