round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.958054,0.010746,0.796260,0.023558,0.034583,0.043604
2,0.904428,0.073471,0.838020,0.028333,0.003273,0.001248
3,0.973778,0.018888,0.884035,0.017683,0.037146,0.050094
4,0.976683,0.005736,0.890877,0.011502,0.036891,0.049253
5,0.958127,0.026487,0.889151,0.008741,0.039679,0.050074
6,0.972929,0.011688,0.932544,0.022670,0.062730,0.081536
7,0.977547,0.004746,0.914222,0.010502,0.059078,0.080909
8,0.985813,0.001709,0.918809,0.018310,0.001355,0.000815
9,0.946411,0.020863,0.906293,0.013259,0.004308,0.002676
10,0.963218,0.024635,0.930287,0.006373,0.006451,0.007882
11,0.968094,0.023737,0.908551,0.022440,0.068873,0.078281
12,0.964194,0.005077,0.915653,0.008557,0.003496,0.003994
13,0.972256,0.029780,0.917602,0.026960,0.001073,0.000419
14,0.977320,0.019201,0.930907,0.010580,0.104308,0.146058
15,0.966742,0.012317,0.916087,0.017790,0.004897,0.005243
16,0.965591,0.024209,0.919876,0.031049,0.040620,0.050038
17,0.960689,0.019062,0.929594,0.016197,0.007608,0.008345
18,0.982095,0.001309,0.932224,0.016311,0.002654,0.001928
19,0.954045,0.026958,0.921789,0.016133,0.002047,0.001505
20,0.962193,0.017771,0.929251,0.012056,0.081709,0.109768
