round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.924139,0.044416,0.834838,0.042932,0.000269,0.000255,0.033332,0.029659
2,0.919347,0.047514,0.837838,0.036174,0.005181,0.007279,0.031203,0.027183
3,0.923774,0.048908,0.838876,0.038741,0.001439,0.001785,0.032207,0.025522
4,0.934813,0.034135,0.849232,0.046279,0.000890,0.001037,0.034479,0.023166
5,0.941524,0.026621,0.856784,0.050921,0.001010,0.000708,0.031286,0.025706
6,0.945541,0.020063,0.861201,0.057558,0.001592,0.001890,0.030435,0.026677
7,0.947057,0.014852,0.865032,0.061741,0.004102,0.005781,0.030100,0.026782
8,0.947543,0.014910,0.867325,0.059354,0.004748,0.006457,0.029953,0.027130
9,0.949460,0.013374,0.867191,0.061860,0.003464,0.004753,0.029429,0.026847
10,0.938413,0.027757,0.857865,0.051425,0.004588,0.006329,0.030105,0.026960
11,0.948011,0.015241,0.867364,0.059186,0.004270,0.005757,0.031331,0.025768
12,0.950724,0.011499,0.869532,0.062190,0.003890,0.005168,0.029994,0.026979
13,0.951642,0.008561,0.872488,0.065557,0.005999,0.005906,0.029843,0.027073
14,0.952335,0.008581,0.873818,0.065585,0.006225,0.005303,0.029810,0.026601
15,0.950612,0.010131,0.874609,0.065722,0.008750,0.005412,0.029877,0.026982
