round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.953236,0.005693,0.896461,0.014010,0.002006,0.001412,0.088546,0.039613
2,0.951763,0.005132,0.910577,0.012883,0.011038,0.002526,0.083696,0.037497
3,0.951152,0.005080,0.910383,0.009813,0.012169,0.002633,0.082786,0.037477
4,0.954020,0.003431,0.911592,0.008915,0.010227,0.001232,0.082525,0.037296
5,0.953598,0.006137,0.910380,0.010709,0.009280,0.003078,0.082178,0.037580
6,0.949998,0.006486,0.913189,0.010172,0.015999,0.005545,0.082298,0.037344
7,0.951827,0.004323,0.911985,0.010485,0.012953,0.001413,0.082110,0.037455
8,0.952860,0.003841,0.913304,0.009438,0.012757,0.001449,0.081877,0.037147
9,0.952513,0.004387,0.913250,0.010909,0.013087,0.002085,0.081976,0.037358
10,0.946298,0.003149,0.913585,0.013260,0.017447,0.005094,0.066122,0.037129
11,0.950655,0.000488,0.912902,0.011380,0.012793,0.000250,0.067105,0.037487
12,0.952943,0.005619,0.911165,0.008937,0.008924,0.007043,0.067311,0.035664
13,0.951170,0.002598,0.913097,0.009872,0.012559,0.003195,0.067625,0.036681
14,0.934253,0.014593,0.912506,0.009713,0.031134,0.015819,0.066984,0.037897
15,0.950181,0.003733,0.911089,0.011218,0.011843,0.002982,0.066993,0.037163
16,0.950232,0.001413,0.913494,0.010982,0.014175,0.001291,0.067553,0.037815
17,0.950045,0.000378,0.913559,0.010683,0.014565,0.000342,0.066753,0.035751
18,0.951061,0.002251,0.912936,0.010124,0.013071,0.002520,0.066774,0.035888
19,0.949785,0.002224,0.913348,0.009974,0.014638,0.002749,0.066601,0.035956
20,0.950004,0.003354,0.913383,0.011570,0.013650,0.002908,0.068515,0.036468
