round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.956008,0.000132,0.894447,0.000313,0.000208,0.000039,0.152324,0.000874
2,0.957776,0.000485,0.898730,0.001108,0.000229,0.000051,0.142298,0.001798
3,0.958745,0.000449,0.901103,0.001076,0.000260,0.000039,0.137726,0.002158
4,0.959659,0.001087,0.903902,0.003224,0.000686,0.000431,0.135173,0.001956
5,0.960088,0.001131,0.905429,0.003086,0.001040,0.000460,0.133942,0.002179
6,0.960492,0.001101,0.906658,0.003360,0.001222,0.000632,0.132814,0.001775
7,0.960866,0.000692,0.907915,0.001981,0.001477,0.000671,0.132915,0.001724
8,0.961248,0.000384,0.909749,0.001727,0.002126,0.000974,0.131727,0.001394
9,0.961209,0.000510,0.909354,0.002323,0.001913,0.000996,0.131453,0.001685
10,0.961288,0.000664,0.909844,0.002508,0.002126,0.000769,0.130557,0.001214
11,0.961276,0.000580,0.909683,0.002452,0.002032,0.000960,0.130894,0.001291
12,0.961434,0.000458,0.910575,0.002163,0.002397,0.001084,0.131152,0.001533
13,0.961203,0.000418,0.910085,0.002514,0.002444,0.001274,0.131236,0.001651
14,0.961248,0.000386,0.911357,0.002962,0.003270,0.001854,0.131036,0.001424
15,0.961592,0.000351,0.911510,0.001974,0.002792,0.001174,0.130028,0.000874
16,0.961422,0.000226,0.910612,0.002248,0.002444,0.001394,0.131373,0.001651
17,0.961698,0.000433,0.911745,0.001572,0.002776,0.000817,0.130824,0.001251
18,0.961668,0.000578,0.911846,0.001554,0.002901,0.000775,0.131371,0.001681
19,0.961653,0.000360,0.912000,0.001600,0.003036,0.001030,0.131442,0.001156
20,0.961704,0.000342,0.912467,0.000919,0.003281,0.000726,0.131252,0.000624
