round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.714393,0.212521,0.809128,0.147034,0.257545,0.362200,0.107882,0.033259
2,0.730469,0.223548,0.877852,0.099098,0.285187,0.331644,0.074567,0.026177
3,0.703850,0.203824,0.864536,0.135894,0.304608,0.334067,0.084192,0.050036
4,0.582519,0.235978,0.938469,0.087018,0.506385,0.357818,0.074748,0.047743
5,0.632208,0.187787,0.954125,0.050941,0.452099,0.272643,0.066978,0.039443
6,0.429474,0.019541,0.997414,0.003657,0.736432,0.033485,0.051786,0.035387
7,0.584963,0.233272,0.939590,0.084042,0.503204,0.355231,0.117021,0.037638
8,0.564058,0.208686,0.898384,0.143687,0.505575,0.357512,0.053455,0.039339
9,0.549519,0.189310,0.872372,0.180494,0.506242,0.358019,0.040876,0.027831
10,0.728458,0.221527,0.902622,0.079429,0.292516,0.340292,0.115140,0.016901
11,0.627971,0.213246,0.938263,0.079411,0.449161,0.323421,0.054238,0.041369
12,0.770709,0.228351,0.912805,0.066817,0.247661,0.341581,0.105248,0.032507
13,0.600572,0.239693,0.962175,0.052592,0.488417,0.340522,0.055640,0.029639
14,0.925509,0.007671,0.898677,0.003770,0.032789,0.013065,0.089101,0.035525
15,0.597779,0.241616,0.954510,0.063756,0.496847,0.350799,0.041644,0.030564
16,0.753013,0.224884,0.921557,0.062181,0.275859,0.332617,0.089314,0.051373
17,0.758115,0.242324,0.899673,0.072303,0.257190,0.362417,0.087747,0.043139
18,0.681805,0.204953,0.933359,0.076741,0.370990,0.314707,0.065680,0.025550
19,0.935581,0.007996,0.885825,0.013465,0.012429,0.007542,0.054977,0.017318
20,0.932874,0.008941,0.861926,0.007159,0.002042,0.001417,0.049728,0.010274
