round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.955190,0.000095,0.892786,0.000376,0.000416,0.000104,0.159254,0.003476
2,0.956387,0.000495,0.895366,0.001164,0.000203,0.000013,0.147150,0.003128
3,0.957077,0.001058,0.897017,0.002676,0.000198,0.000103,0.142946,0.003507
4,0.957669,0.001153,0.898428,0.002852,0.000187,0.000071,0.139925,0.003873
5,0.958262,0.001082,0.899823,0.002686,0.000167,0.000073,0.137997,0.003208
6,0.959179,0.001520,0.902498,0.004279,0.000499,0.000464,0.136316,0.003285
7,0.959519,0.001461,0.903565,0.004533,0.000676,0.000736,0.135522,0.003163
8,0.959905,0.001383,0.904843,0.004716,0.000926,0.001001,0.134650,0.002582
9,0.959957,0.001129,0.905516,0.004919,0.001316,0.001585,0.133774,0.002280
10,0.960209,0.001055,0.906050,0.004374,0.001263,0.001318,0.133704,0.002267
11,0.960507,0.000892,0.906854,0.003867,0.001326,0.001237,0.133269,0.002061
12,0.960886,0.000804,0.907593,0.002900,0.001201,0.000700,0.133178,0.002250
13,0.960816,0.000694,0.907636,0.003465,0.001352,0.001288,0.132765,0.001923
14,0.961072,0.000607,0.908382,0.002717,0.001446,0.000909,0.132704,0.001568
15,0.961348,0.000417,0.909304,0.002118,0.001627,0.000806,0.132472,0.002113
16,0.961315,0.000532,0.909003,0.002200,0.001472,0.000676,0.132780,0.001490
17,0.961181,0.000596,0.908858,0.002895,0.001596,0.001063,0.133525,0.001104
18,0.961169,0.000700,0.908981,0.003095,0.001705,0.001049,0.133442,0.001532
19,0.961187,0.000623,0.908704,0.002849,0.001477,0.001009,0.133553,0.002287
20,0.961315,0.000475,0.909084,0.002771,0.001529,0.001170,0.132751,0.001225
