round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.959450,0.000529,0.903017,0.000838,0.000416,0.000342,0.137443,0.000678
2,0.961571,0.000169,0.910597,0.002255,0.002178,0.001863,0.131976,0.000795
3,0.962376,0.000491,0.912724,0.001130,0.002314,0.000484,0.130376,0.000499
4,0.962364,0.000737,0.913850,0.000508,0.003135,0.001526,0.130465,0.001082
5,0.962397,0.000578,0.914098,0.001027,0.003255,0.001162,0.129491,0.000587
6,0.962461,0.000719,0.914004,0.001364,0.003078,0.001134,0.129402,0.001241
7,0.962507,0.000545,0.914047,0.000598,0.003031,0.000881,0.129502,0.000738
8,0.962494,0.000560,0.914090,0.000701,0.003083,0.000952,0.129178,0.001118
9,0.962452,0.000642,0.915100,0.000745,0.003874,0.000877,0.128812,0.000428
10,0.962428,0.000570,0.914325,0.000504,0.003364,0.000985,0.128637,0.000035
11,0.962470,0.000688,0.914282,0.000061,0.003260,0.001133,0.129725,0.001517
12,0.962440,0.000720,0.914654,0.001144,0.003577,0.001259,0.130786,0.002795
13,0.962540,0.000757,0.914384,0.001139,0.003213,0.001182,0.129199,0.001263
14,0.962598,0.000750,0.914186,0.001375,0.002974,0.000679,0.128540,0.001102
15,0.962558,0.000721,0.914186,0.000658,0.003042,0.000959,0.128932,0.000860
16,0.962658,0.000698,0.915041,0.000707,0.003479,0.001043,0.129220,0.000555
17,0.962516,0.000643,0.913784,0.001419,0.002828,0.000785,0.130349,0.000230
18,0.962352,0.000657,0.914025,0.001016,0.003281,0.001845,0.129485,0.000958
19,0.962473,0.000647,0.915517,0.000791,0.004134,0.000666,0.128222,0.000702
20,0.962352,0.000816,0.915136,0.001448,0.004071,0.001367,0.128948,0.000552
