round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.547945,0.187097,0.825065,0.247396,0.647943,0.458548,0.144976,0.122496
2,0.602024,0.222231,0.951274,0.059023,0.577127,0.403234,0.122453,0.067516
3,0.583828,0.237824,0.928384,0.101281,0.648429,0.457840,0.143310,0.067540
4,0.728006,0.221060,0.876243,0.105267,0.345643,0.424496,0.102690,0.083853
5,0.582760,0.236329,0.935494,0.091226,0.624253,0.443728,0.121028,0.096445
6,0.579671,0.231095,0.942904,0.080746,0.604640,0.428198,0.058122,0.034187
7,0.879855,0.035104,0.840142,0.071671,0.065664,0.075113,0.134168,0.079487
8,0.882382,0.069211,0.885705,0.021487,0.104645,0.137036,0.100011,0.082663
9,0.765218,0.247232,0.908843,0.064494,0.339295,0.467192,0.132424,0.079330
10,0.929981,0.002631,0.897056,0.027898,0.037055,0.009134,0.091144,0.062927
11,0.931355,0.003862,0.875465,0.026569,0.014434,0.015409,0.112570,0.072910
12,0.833844,0.117372,0.925017,0.046472,0.202766,0.231279,0.076284,0.047406
13,0.924372,0.012279,0.892979,0.023938,0.035476,0.036865,0.110852,0.071854
14,0.913841,0.036457,0.910217,0.019554,0.073406,0.069595,0.088874,0.064453
15,0.759454,0.243185,0.909523,0.068660,0.345098,0.463240,0.113580,0.063434
16,0.812080,0.172412,0.920765,0.055713,0.236185,0.323806,0.073808,0.057874
17,0.609629,0.197113,0.970136,0.042156,0.627447,0.365979,0.073008,0.039756
18,0.601442,0.229910,0.946546,0.075589,0.601408,0.430529,0.086482,0.063204
19,0.933889,0.006920,0.896525,0.016438,0.031244,0.022443,0.087016,0.055480
20,0.668166,0.199207,0.963451,0.050819,0.535331,0.374885,0.082023,0.060681
