round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.925078,0.030603,0.874004,0.040725,0.000161,0.000039,0.032477,0.008384
2,0.940670,0.010724,0.896653,0.021114,0.000921,0.001238,0.029139,0.010012
3,0.944489,0.009780,0.902783,0.019518,0.000868,0.001108,0.028462,0.009260
4,0.946042,0.005585,0.905256,0.015063,0.001254,0.001652,0.028275,0.009255
5,0.946333,0.005137,0.907148,0.014083,0.001822,0.002503,0.028576,0.009347
6,0.948010,0.005662,0.909059,0.014698,0.001918,0.002598,0.028358,0.009671
7,0.947983,0.007211,0.908052,0.014495,0.000413,0.000491,0.027976,0.009260
8,0.948730,0.006203,0.908936,0.013390,0.000256,0.000290,0.028202,0.009303
9,0.948369,0.006839,0.907650,0.014113,0.000114,0.000097,0.028291,0.009003
10,0.949797,0.003732,0.910384,0.010946,0.000556,0.000636,0.028825,0.008677
11,0.950757,0.004523,0.911422,0.011081,0.000337,0.000178,0.028269,0.008462
12,0.949809,0.004594,0.910865,0.012992,0.001062,0.001295,0.028035,0.008665
13,0.948096,0.006964,0.907720,0.014597,0.000498,0.000579,0.028843,0.008842
14,0.948466,0.003600,0.911600,0.013349,0.002924,0.002783,0.029229,0.008919
15,0.950070,0.003590,0.912279,0.011842,0.001546,0.002046,0.028517,0.008686
16,0.951283,0.002165,0.914370,0.010180,0.001608,0.001974,0.028737,0.008051
17,0.949566,0.002866,0.912642,0.011566,0.002125,0.002898,0.028796,0.008240
18,0.950891,0.002591,0.913571,0.011344,0.001595,0.002101,0.030035,0.008576
19,0.949776,0.004024,0.912095,0.012556,0.001642,0.002195,0.028844,0.008626
20,0.951538,0.003140,0.913425,0.009997,0.000676,0.000758,0.029371,0.008162
