round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.946754,0.006631,0.895932,0.030749,0.000243,0.000153,0.065044,0.052793
2,0.946490,0.006449,0.900000,0.011485,0.001686,0.001455,0.063479,0.052040
3,0.951813,0.001299,0.911916,0.019483,0.003983,0.003605,0.063514,0.051714
4,0.952807,0.000615,0.911888,0.017546,0.003770,0.002545,0.063171,0.051814
5,0.951790,0.001304,0.913878,0.022923,0.005238,0.001219,0.063254,0.051569
6,0.954201,0.000013,0.914460,0.020492,0.002892,0.002552,0.063927,0.052625
7,0.954179,0.000410,0.914278,0.018508,0.004200,0.003036,0.063697,0.052358
8,0.955022,0.000916,0.915262,0.021563,0.003323,0.001975,0.064093,0.052395
9,0.953067,0.000747,0.918472,0.020709,0.008523,0.000441,0.064466,0.052440
10,0.953317,0.000378,0.914359,0.019171,0.003650,0.003484,0.064122,0.052789
11,0.953522,0.001504,0.915246,0.016618,0.004468,0.004210,0.065055,0.053050
12,0.954707,0.000046,0.916264,0.019863,0.003803,0.003692,0.063944,0.051799
13,0.953759,0.001422,0.914295,0.018064,0.004188,0.002647,0.064581,0.052216
14,0.955268,0.000351,0.915919,0.019685,0.003058,0.002800,0.064439,0.051995
15,0.955304,0.000232,0.916565,0.020380,0.003514,0.002905,0.064377,0.052662
16,0.952611,0.002552,0.917203,0.019903,0.008535,0.001025,0.064201,0.051799
17,0.954903,0.000661,0.916115,0.017943,0.004028,0.003806,0.066416,0.052025
18,0.955578,0.000397,0.916137,0.019685,0.003476,0.003227,0.064271,0.051217
19,0.955874,0.000401,0.916518,0.018667,0.003880,0.003733,0.064944,0.051276
20,0.953550,0.000000,0.936442,0.000000,0.001640,0.000000,0.013360,0.000000
