round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.949086,0.006281,0.892580,0.018650,0.000704,0.000835,0.094662,0.061880
2,0.950642,0.006712,0.897147,0.016029,0.001567,0.001037,0.089164,0.058564
3,0.772398,0.251728,0.934792,0.047103,0.343711,0.463449,0.086261,0.048898
4,0.863457,0.128535,0.925850,0.051558,0.206479,0.287941,0.082226,0.044005
5,0.747960,0.159288,0.969258,0.031130,0.358961,0.269513,0.040762,0.027348
6,0.954771,0.004433,0.903135,0.013201,0.002142,0.001418,0.093746,0.059072
7,0.780993,0.155271,0.953812,0.045050,0.353407,0.312697,0.061244,0.033851
8,0.937358,0.024426,0.914765,0.018635,0.037494,0.045402,0.043946,0.023395
9,0.938920,0.009510,0.910652,0.010336,0.034380,0.025050,0.039688,0.019790
10,0.955552,0.003383,0.904154,0.014628,0.002539,0.003478,0.073107,0.046852
11,0.955464,0.003877,0.904539,0.012294,0.003378,0.004564,0.074105,0.048529
12,0.836394,0.169634,0.933763,0.047562,0.253803,0.342230,0.067538,0.043242
13,0.954297,0.004783,0.902260,0.011312,0.002828,0.003788,0.074775,0.047143
14,0.856268,0.146197,0.930687,0.048897,0.223701,0.309667,0.071571,0.046405
15,0.955813,0.003926,0.905236,0.013367,0.002938,0.003895,0.075100,0.045711
16,0.827835,0.183184,0.927444,0.051173,0.261533,0.367471,0.077271,0.048810
17,0.777812,0.249859,0.935366,0.046530,0.336797,0.458948,0.089067,0.051454
18,0.729799,0.180882,0.974680,0.026127,0.389057,0.297635,0.031801,0.014203
19,0.880283,0.111996,0.929415,0.047279,0.185600,0.258282,0.082226,0.040358
20,0.958563,0.002844,0.899782,0.005987,0.004708,0.000616,0.130864,0.001172
