round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.954098,0.020923,0.880443,0.061213,0.002073,0.001366
2,0.971988,0.015937,0.853942,0.038585,0.001836,0.001065
3,0.969116,0.020323,0.907355,0.013557,0.002944,0.000710
4,0.963922,0.020713,0.907934,0.021272,0.003291,0.001730
5,0.973250,0.020942,0.936436,0.009465,0.004060,0.002506
6,0.979813,0.004178,0.916713,0.025585,0.003252,0.002204
7,0.965882,0.014203,0.940064,0.007644,0.004736,0.003124
8,0.969883,0.009022,0.949401,0.007137,0.001120,0.000773
9,0.968171,0.011881,0.942988,0.004091,0.005209,0.003816
10,0.976302,0.008028,0.956696,0.016780,0.001616,0.001266
11,0.963651,0.015520,0.934510,0.009819,0.005976,0.004868
12,0.976514,0.012142,0.935395,0.009874,0.001456,0.000566
13,0.978261,0.006990,0.966206,0.011139,0.001293,0.001402
14,0.982751,0.001501,0.920214,0.042390,0.003191,0.002875
15,0.967559,0.025818,0.967431,0.025901,0.011931,0.016873
16,0.983044,0.003798,0.905271,0.027597,0.001457,0.000610
17,0.989041,0.002635,0.919062,0.027840,0.001525,0.000677
18,0.965698,0.013783,0.934772,0.018352,0.005898,0.004992
19,0.986325,0.008001,0.919174,0.022818,0.001989,0.002265
20,0.975905,0.003906,0.932695,0.011901,0.004502,0.003510
