round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.860245,0.005963,0.692485,0.028374,0.020409,0.011032,0.372018,0.006015
2,0.918680,0.002258,0.820957,0.011121,0.011802,0.008912,0.318579,0.017743
3,0.918713,0.005159,0.830248,0.019447,0.018353,0.015901,0.286431,0.012504
4,0.923811,0.002556,0.828360,0.012694,0.008286,0.005715,0.272565,0.012671
5,0.924009,0.002682,0.832123,0.015107,0.010625,0.009134,0.262229,0.014876
6,0.928046,0.001751,0.837257,0.008840,0.007366,0.005492,0.253142,0.017531
7,0.931294,0.003783,0.845086,0.008529,0.007376,0.004661,0.245804,0.019351
8,0.931786,0.005235,0.843419,0.012101,0.005349,0.002492,0.239779,0.020126
9,0.933967,0.005586,0.853578,0.016371,0.008842,0.004446,0.234475,0.019782
10,0.934638,0.006151,0.854493,0.018744,0.008343,0.005643,0.229227,0.018837
11,0.936847,0.004790,0.860639,0.015260,0.008935,0.005737,0.223830,0.017463
12,0.938721,0.003561,0.865046,0.011722,0.008862,0.005079,0.219024,0.016288
13,0.940423,0.002031,0.870495,0.006926,0.009824,0.005384,0.215067,0.015491
14,0.940535,0.001436,0.870934,0.005287,0.009944,0.005577,0.211836,0.015030
15,0.941316,0.001768,0.872214,0.003922,0.009518,0.005032,0.208873,0.014610
16,0.941750,0.002953,0.876277,0.001559,0.011664,0.004323,0.206281,0.014271
17,0.941729,0.003183,0.875809,0.002078,0.011369,0.005603,0.204037,0.014186
18,0.941623,0.003075,0.877213,0.003107,0.012550,0.006652,0.201837,0.013803
19,0.942489,0.003490,0.880210,0.002335,0.013198,0.006719,0.200036,0.013599
20,0.941361,0.003268,0.877808,0.004309,0.013417,0.007999,0.198311,0.013435
