round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.841665,0.023663,0.621196,0.058529,0.001513,0.001262,0.254068,0.016107
2,0.924573,0.019317,0.845226,0.063376,0.018994,0.017186,0.201701,0.011072
3,0.942064,0.003846,0.895883,0.009171,0.025093,0.013070,0.186502,0.009874
4,0.944805,0.002796,0.896154,0.008877,0.020596,0.011059,0.179050,0.008751
5,0.943021,0.006922,0.898530,0.012941,0.025338,0.021053,0.173940,0.007949
6,0.946239,0.003715,0.898296,0.012511,0.019665,0.015243,0.170239,0.007737
7,0.945865,0.005025,0.903421,0.010704,0.023949,0.016116,0.167235,0.007573
8,0.948965,0.002577,0.901037,0.009646,0.016951,0.011189,0.164919,0.007332
9,0.950517,0.001583,0.901198,0.008813,0.014408,0.007524,0.163100,0.007012
10,0.951966,0.001969,0.901695,0.006533,0.012281,0.005445,0.161438,0.006673
11,0.952814,0.001677,0.900592,0.007388,0.010045,0.005252,0.160075,0.006397
12,0.953230,0.001649,0.899678,0.007838,0.008683,0.004452,0.158831,0.006128
13,0.954078,0.001443,0.899108,0.006917,0.006827,0.002770,0.157694,0.005916
14,0.954078,0.001198,0.899195,0.007780,0.006889,0.003634,0.156713,0.005631
15,0.954549,0.001363,0.899978,0.006105,0.006639,0.002558,0.155766,0.005351
16,0.954889,0.001325,0.900015,0.005908,0.006083,0.002105,0.154976,0.005121
17,0.955175,0.001185,0.900438,0.005398,0.005896,0.002396,0.154122,0.004917
18,0.954838,0.001695,0.902127,0.005846,0.007674,0.003948,0.153465,0.004709
19,0.955269,0.001320,0.902061,0.004934,0.006889,0.003187,0.152865,0.004441
20,0.955306,0.001662,0.902697,0.005077,0.007279,0.004380,0.152248,0.004323
