round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.842862,0.035678,0.623684,0.086864,0.001238,0.000739,0.267156,0.010838
2,0.943960,0.000477,0.886344,0.004762,0.015063,0.002659,0.202940,0.004526
3,0.936167,0.014474,0.894971,0.015133,0.034536,0.035517,0.186556,0.006580
4,0.944000,0.004245,0.897660,0.008467,0.023045,0.013222,0.179129,0.006924
5,0.946971,0.001691,0.893405,0.010083,0.014934,0.010065,0.174287,0.006925
6,0.947296,0.002795,0.900123,0.007608,0.019156,0.009141,0.170477,0.006804
7,0.946251,0.003314,0.900416,0.012672,0.021152,0.014684,0.167591,0.006573
8,0.948491,0.002029,0.900584,0.011034,0.017439,0.011235,0.165150,0.006374
9,0.950307,0.001785,0.903779,0.006822,0.016602,0.006723,0.163111,0.006348
10,0.951714,0.001532,0.900270,0.008125,0.011699,0.005968,0.161460,0.006068
11,0.952653,0.001383,0.898896,0.008340,0.009114,0.004569,0.159946,0.005807
12,0.952942,0.001793,0.899034,0.008191,0.008719,0.004436,0.158621,0.005549
13,0.954221,0.001484,0.900007,0.005622,0.007222,0.002417,0.157470,0.005366
14,0.954391,0.001648,0.901696,0.004335,0.008132,0.002815,0.156399,0.005167
15,0.954619,0.001274,0.901541,0.005492,0.007633,0.002407,0.155416,0.004976
16,0.955093,0.000984,0.902807,0.004061,0.007721,0.001513,0.154677,0.004884
17,0.955278,0.001225,0.903581,0.003571,0.007955,0.002513,0.153874,0.004612
18,0.955543,0.000960,0.901747,0.004279,0.006197,0.002008,0.153250,0.004483
19,0.955239,0.001319,0.898867,0.007152,0.004669,0.002908,0.152549,0.004337
20,0.955853,0.001105,0.902681,0.004871,0.006333,0.002446,0.152055,0.004343
