round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.752716,0.232594,0.882492,0.085639,0.219873,0.293516,0.156322,0.044411
2,0.594633,0.250525,0.961503,0.054431,0.484717,0.342200,0.130429,0.031263
3,0.635766,0.221219,0.957311,0.057861,0.429646,0.303209,0.121303,0.034180
4,0.658478,0.218432,0.961837,0.048378,0.413271,0.319278,0.116789,0.035281
5,0.750365,0.164017,0.946148,0.037432,0.273729,0.187474,0.112391,0.037800
6,0.652918,0.215166,0.967146,0.039876,0.407827,0.261655,0.110002,0.038131
7,0.746867,0.177349,0.945529,0.038376,0.275937,0.205339,0.107763,0.038580
8,0.606279,0.144305,0.973115,0.032234,0.488890,0.150241,0.105921,0.039107
9,0.701657,0.215946,0.947319,0.037757,0.330692,0.246355,0.104705,0.038934
10,0.734307,0.228162,0.944331,0.039433,0.283849,0.260019,0.103621,0.038967
11,0.728835,0.222583,0.944858,0.039440,0.292043,0.254862,0.102729,0.039023
12,0.737810,0.229069,0.944429,0.039295,0.279638,0.260138,0.101749,0.039262
13,0.699019,0.204348,0.946690,0.038063,0.381554,0.220486,0.101052,0.039218
14,0.759352,0.243158,0.938370,0.043818,0.245632,0.282346,0.100464,0.039125
15,0.715800,0.217082,0.947542,0.037241,0.311939,0.243567,0.099553,0.039536
16,0.746114,0.223962,0.943172,0.040310,0.269365,0.254706,0.098820,0.039669
17,0.709666,0.213185,0.948042,0.036892,0.321064,0.237827,0.098268,0.039777
18,0.807817,0.140084,0.942734,0.038506,0.200146,0.161438,0.097725,0.039730
19,0.735091,0.170271,0.946466,0.037753,0.295898,0.187119,0.097284,0.039693
20,0.760905,0.196710,0.944761,0.038809,0.254684,0.223562,0.096650,0.039870
