round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.700999,0.202406,0.721164,0.198887,0.251175,0.351933,0.092764,0.060254
2,0.893093,0.026721,0.793047,0.081092,0.020815,0.024804,0.181042,0.062307
3,0.683904,0.195556,0.928157,0.051430,0.369386,0.290093,0.108530,0.023673
4,0.506068,0.127854,0.972284,0.039196,0.623508,0.192261,0.053143,0.049082
5,0.586408,0.241478,0.960592,0.055732,0.514201,0.346767,0.113893,0.088980
6,0.624917,0.209847,0.946077,0.068866,0.455622,0.316490,0.106164,0.029746
7,0.754875,0.239864,0.920732,0.061894,0.264325,0.343009,0.048240,0.017810
8,0.934879,0.004289,0.901587,0.004464,0.020504,0.004530,0.093667,0.009482
9,0.580510,0.216185,0.915946,0.118864,0.496558,0.350942,0.086143,0.054146
10,0.736546,0.228552,0.925422,0.060237,0.300182,0.335638,0.076527,0.030577
11,0.583789,0.237774,0.953800,0.065337,0.509403,0.353551,0.017304,0.015117
12,0.929508,0.007893,0.877264,0.023724,0.012218,0.012030,0.053887,0.003476
13,0.422875,0.006334,1.000000,0.000000,0.747854,0.004587,0.050779,0.002881
14,0.675563,0.207486,0.939205,0.077382,0.391621,0.307265,0.028104,0.015693
15,0.762476,0.230839,0.930397,0.049735,0.259308,0.329605,0.076470,0.025184
16,0.577056,0.227498,0.932225,0.095842,0.505918,0.357578,0.052356,0.029655
17,0.590330,0.247025,0.962556,0.052953,0.501289,0.351646,0.040437,0.007413
18,0.584714,0.239080,0.967278,0.046277,0.519848,0.340249,0.046373,0.033423
19,0.749589,0.214628,0.926870,0.056617,0.284765,0.317874,0.098083,0.063712
20,0.936462,0.003555,0.887522,0.008060,0.010358,0.011629,0.056504,0.026123
