round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.865606,0.020475,0.703088,0.064373,0.018806,0.010794,0.327771,0.002810
2,0.921789,0.006660,0.817365,0.018110,0.003941,0.001484,0.269526,0.007843
3,0.927437,0.001039,0.832253,0.003354,0.004867,0.000608,0.253888,0.002581
4,0.931361,0.001290,0.842701,0.004091,0.005584,0.000702,0.238983,0.004174
5,0.932847,0.000369,0.845081,0.001755,0.004734,0.000616,0.226073,0.004261
6,0.939159,0.000064,0.866496,0.004751,0.009165,0.003487,0.216870,0.003214
7,0.940430,0.000378,0.870059,0.002700,0.009524,0.002566,0.210281,0.002176
8,0.940367,0.001144,0.875268,0.003326,0.013338,0.004321,0.205436,0.001732
9,0.941109,0.001230,0.875279,0.003424,0.012074,0.004540,0.201583,0.001231
10,0.943188,0.000210,0.875203,0.003743,0.008462,0.002301,0.198150,0.001082
11,0.942540,0.001048,0.880367,0.004324,0.013244,0.004866,0.195237,0.000996
12,0.943926,0.000474,0.876058,0.006000,0.007807,0.003454,0.192641,0.000671
13,0.944373,0.000492,0.875421,0.004903,0.006590,0.002643,0.190282,0.000760
14,0.944760,0.000998,0.875772,0.005167,0.006176,0.001965,0.188172,0.000565
15,0.945576,0.000374,0.876703,0.002349,0.005443,0.001029,0.186392,0.000613
16,0.946350,0.000046,0.880475,0.001756,0.006800,0.001325,0.184634,0.000536
17,0.947071,0.000419,0.881418,0.000349,0.006239,0.000467,0.182919,0.000563
18,0.947266,0.000369,0.883536,0.000210,0.007408,0.000778,0.181454,0.000619
19,0.947403,0.000314,0.880870,0.000001,0.005280,0.000538,0.180012,0.000516
20,0.948192,0.000000,0.884313,0.000000,0.006381,0.000000,0.178248,0.000000
