round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.955050,0.000729,0.892258,0.001880,0.000296,0.000177,0.155639,0.001955
2,0.956748,0.000435,0.896280,0.000869,0.000250,0.000188,0.144754,0.002343
3,0.957547,0.001094,0.898202,0.002706,0.000250,0.000080,0.140320,0.002982
4,0.958255,0.000963,0.899876,0.002411,0.000229,0.000072,0.137543,0.002726
5,0.958933,0.000844,0.901593,0.002091,0.000291,0.000048,0.135444,0.002299
6,0.959315,0.000914,0.902455,0.002327,0.000249,0.000101,0.134118,0.002351
7,0.959680,0.001129,0.903565,0.003120,0.000416,0.000291,0.133917,0.002098
8,0.959847,0.001266,0.904559,0.004174,0.000837,0.000809,0.133319,0.001853
9,0.960361,0.000856,0.905889,0.002914,0.000904,0.000624,0.132634,0.001566
10,0.960437,0.000850,0.906597,0.003021,0.001278,0.000716,0.132247,0.001898
11,0.960680,0.000686,0.907043,0.002607,0.001180,0.000693,0.132026,0.001146
12,0.961020,0.000409,0.909104,0.001536,0.002063,0.000701,0.131708,0.001251
13,0.960625,0.000337,0.906657,0.000684,0.000998,0.000094,0.132797,0.000042
14,0.960547,0.000005,0.906788,0.001048,0.001224,0.000741,0.132465,0.000312
15,0.960338,0.000187,0.906130,0.001311,0.001115,0.000616,0.133845,0.000978
16,0.960415,0.000009,0.906799,0.001015,0.001458,0.000740,0.133074,0.000781
17,0.960743,0.000128,0.907698,0.000643,0.001536,0.000679,0.132913,0.000968
18,0.960748,0.000223,0.907062,0.000541,0.001076,0.000000,0.132822,0.000171
19,0.960784,0.000287,0.907688,0.000018,0.001458,0.000507,0.132921,0.000983
20,0.960807,0.000301,0.908608,0.000216,0.002073,0.000671,0.133409,0.000400
