round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.747496,0.228692,0.867811,0.093036,0.218377,0.294548,0.176575,0.067140
2,0.583807,0.234277,0.962727,0.052476,0.501799,0.316851,0.137460,0.038317
3,0.610080,0.236468,0.953123,0.065093,0.462602,0.335947,0.123289,0.035888
4,0.798714,0.144986,0.930734,0.045247,0.203181,0.174979,0.117827,0.036139
5,0.759613,0.171444,0.940722,0.042224,0.257031,0.202075,0.113056,0.038335
6,0.715569,0.219907,0.944186,0.039944,0.309589,0.250871,0.110482,0.038518
7,0.759787,0.181094,0.943877,0.039480,0.256996,0.209231,0.108030,0.038796
8,0.691554,0.205570,0.948978,0.036265,0.346682,0.228701,0.106077,0.039229
9,0.729442,0.223449,0.945299,0.038680,0.291943,0.251818,0.104859,0.039045
10,0.699642,0.207222,0.948792,0.036348,0.335616,0.229337,0.103667,0.039008
11,0.709605,0.209736,0.948286,0.036622,0.321699,0.234332,0.102694,0.038999
12,0.745233,0.233211,0.942921,0.040538,0.268481,0.266209,0.101697,0.039223
13,0.609892,0.222628,0.966693,0.046541,0.527538,0.349381,0.100998,0.039174
14,0.751331,0.237368,0.940456,0.042769,0.258754,0.273185,0.100399,0.039081
15,0.739101,0.229806,0.940797,0.043471,0.277442,0.263296,0.099611,0.039571
16,0.760008,0.233728,0.938108,0.044888,0.246561,0.271222,0.098892,0.039713
17,0.724162,0.218813,0.943283,0.040473,0.300544,0.245555,0.098273,0.039777
18,0.829013,0.154513,0.934899,0.044838,0.164944,0.185653,0.097781,0.039762
19,0.782827,0.203205,0.936824,0.045887,0.220227,0.238539,0.097255,0.039667
20,0.772554,0.204764,0.941232,0.041444,0.236071,0.236398,0.096710,0.039902
