round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.834079,0.076296,0.837139,0.047529,0.153027,0.146990,0.169738,0.078791
2,0.729324,0.223718,0.826169,0.146974,0.281653,0.390414,0.153801,0.082996
3,0.596189,0.233284,0.943608,0.073529,0.568622,0.401154,0.070768,0.042403
4,0.743631,0.232375,0.909633,0.066417,0.317072,0.367730,0.110029,0.070100
5,0.577768,0.226166,0.925590,0.104568,0.593681,0.422238,0.061763,0.021270
6,0.464858,0.069400,0.999609,0.000554,0.820904,0.091643,0.085896,0.061331
7,0.750662,0.235794,0.914469,0.061812,0.332118,0.418581,0.125515,0.035140
8,0.821583,0.156820,0.911069,0.051769,0.201619,0.259261,0.110820,0.064532
9,0.519082,0.076342,0.997699,0.002386,0.731184,0.084311,0.081832,0.064656
10,0.762954,0.245467,0.917332,0.058665,0.324338,0.444915,0.061309,0.006940
11,0.930513,0.005989,0.875253,0.040382,0.025805,0.017289,0.140838,0.074394
12,0.768086,0.249212,0.923274,0.054296,0.283977,0.388882,0.094545,0.038271
13,0.680898,0.184358,0.939271,0.080222,0.472030,0.349860,0.053648,0.015740
14,0.427831,0.017185,0.999988,0.000017,0.886619,0.038835,0.054508,0.020580
15,0.593230,0.246000,0.965633,0.048603,0.600540,0.410224,0.078772,0.043843
16,0.861967,0.058659,0.903533,0.037651,0.153520,0.118826,0.092154,0.038736
17,0.600248,0.239508,0.955322,0.063178,0.571389,0.403453,0.058899,0.026494
18,0.597605,0.244820,0.961416,0.054284,0.589668,0.413956,0.034439,0.025632
19,0.592397,0.244092,0.963509,0.051503,0.626876,0.434866,0.060004,0.017316
20,0.798675,0.192063,0.919916,0.059616,0.234870,0.304649,0.084730,0.014362
