round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.590558,0.152633,0.813066,0.222383,0.464432,0.333994,0.112709,0.051959
2,0.611373,0.180299,0.893346,0.111399,0.498396,0.353629,0.144421,0.044317
3,0.687267,0.192174,0.867415,0.140273,0.377788,0.377594,0.085868,0.068881
4,0.906589,0.013572,0.868463,0.024427,0.029075,0.022493,0.112447,0.039927
5,0.572092,0.221204,0.934252,0.092981,0.584157,0.413102,0.071325,0.031499
6,0.438467,0.032222,0.995992,0.005668,0.805218,0.065400,0.102579,0.034834
7,0.773781,0.194358,0.895249,0.066272,0.245222,0.332428,0.071490,0.025985
8,0.746216,0.234082,0.891720,0.084478,0.260172,0.362162,0.072258,0.015798
9,0.910092,0.009081,0.835819,0.030405,0.006457,0.003559,0.060921,0.025061
10,0.908776,0.017915,0.836068,0.047810,0.003738,0.003895,0.070201,0.019404
11,0.672403,0.204413,0.927947,0.057843,0.427264,0.347654,0.092848,0.010275
12,0.757560,0.212070,0.890158,0.076744,0.267228,0.369211,0.049855,0.021667
13,0.894251,0.034803,0.905114,0.009784,0.072042,0.051627,0.099352,0.035807
14,0.612652,0.186201,0.969050,0.030446,0.553575,0.310374,0.124754,0.011435
15,0.683312,0.188744,0.922574,0.071471,0.395187,0.325713,0.113179,0.014548
16,0.585958,0.240775,0.962566,0.052940,0.587601,0.408185,0.042522,0.023036
17,0.605685,0.227408,0.973026,0.032800,0.565936,0.369178,0.116382,0.024028
18,0.928913,0.004042,0.891637,0.021310,0.017813,0.015584,0.078774,0.040247
19,0.670336,0.204129,0.960510,0.041059,0.445061,0.348194,0.045617,0.024836
20,0.734364,0.225837,0.937972,0.051039,0.343953,0.393588,0.045743,0.024620
