round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.858201,0.099141,0.924680,0.025342,0.184143,0.177812,0.094235,0.031272
2,0.638287,0.093045,0.978250,0.018782,0.543667,0.132668,0.031215,0.008344
3,0.689823,0.002508,0.979269,0.011652,0.468655,0.015562,0.038759,0.016226
4,0.857563,0.103261,0.923135,0.024154,0.184885,0.182370,0.100644,0.037516
5,0.957373,0.002876,0.896355,0.003322,0.005706,0.005084,0.110142,0.023677
6,0.826992,0.120295,0.940270,0.049029,0.228313,0.203011,0.049827,0.009943
7,0.958134,0.003127,0.899248,0.001861,0.005404,0.002154,0.136027,0.001367
8,0.934308,0.026306,0.912563,0.007542,0.053640,0.047729,0.097165,0.033624
9,0.957141,0.004111,0.898452,0.003438,0.005360,0.002071,0.130760,0.001634
10,0.822415,0.138728,0.946349,0.043517,0.253841,0.249707,0.088499,0.047994
11,0.958928,0.002115,0.900602,0.000656,0.006078,0.003208,0.129278,0.006595
12,0.848823,0.086615,0.947387,0.037487,0.199409,0.146306,0.056463,0.002574
13,0.959069,0.002256,0.902215,0.001078,0.006693,0.002569,0.129036,0.006803
14,0.943391,0.009694,0.912037,0.000668,0.038853,0.017623,0.090016,0.029227
15,0.959529,0.001550,0.901531,0.000407,0.005844,0.002181,0.129671,0.007326
16,0.958125,0.003054,0.895274,0.006675,0.006287,0.002866,0.100854,0.034729
17,0.936719,0.015299,0.905226,0.015158,0.044765,0.028755,0.057932,0.002032
18,0.958107,0.002088,0.897425,0.005463,0.005835,0.005698,0.107009,0.019229
19,0.844127,0.117553,0.944669,0.042722,0.217719,0.214938,0.086253,0.051943
20,0.945346,0.009124,0.903630,0.009181,0.032128,0.012743,0.090278,0.028289
