round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.955129,0.000452,0.892456,0.001202,0.000302,0.000151,0.155459,0.000561
2,0.956748,0.000518,0.896309,0.001090,0.000270,0.000186,0.144749,0.002052
3,0.957717,0.000949,0.898560,0.002170,0.000213,0.000118,0.140094,0.002831
4,0.958276,0.001039,0.899927,0.002572,0.000229,0.000070,0.137266,0.002749
5,0.958741,0.001048,0.901205,0.002814,0.000343,0.000217,0.135729,0.002448
6,0.959413,0.001004,0.902946,0.002808,0.000431,0.000292,0.134359,0.002105
7,0.959589,0.001095,0.903456,0.003144,0.000494,0.000368,0.133466,0.002070
8,0.959750,0.001257,0.903975,0.003771,0.000587,0.000534,0.133068,0.001896
9,0.960297,0.000981,0.905451,0.002901,0.000702,0.000388,0.132534,0.001729
10,0.960367,0.000913,0.905648,0.003000,0.000722,0.000582,0.132098,0.001340
11,0.960613,0.000805,0.907249,0.003469,0.001440,0.001092,0.131878,0.001833
12,0.960801,0.000658,0.907584,0.002801,0.001357,0.000871,0.131528,0.001222
13,0.960929,0.000700,0.908264,0.002931,0.001622,0.000909,0.131298,0.001234
14,0.961017,0.000696,0.908271,0.002678,0.001476,0.000743,0.131533,0.001701
15,0.961199,0.000592,0.909147,0.003121,0.001786,0.001208,0.131854,0.001097
16,0.961272,0.000474,0.909497,0.002463,0.001910,0.000943,0.131146,0.001308
17,0.961318,0.000583,0.908696,0.002145,0.001263,0.000530,0.132965,0.001951
18,0.961391,0.000547,0.909913,0.002682,0.002003,0.000975,0.131148,0.000248
19,0.961249,0.000579,0.908938,0.002628,0.001552,0.000881,0.132034,0.001171
20,0.961409,0.000456,0.910450,0.003177,0.002354,0.001481,0.133877,0.001493
