round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.928196,0.012304,0.873498,0.036037,0.000088,0.000056,0.041726,0.012813
2,0.817722,0.179879,0.932953,0.046839,0.206369,0.291640,0.050570,0.015955
3,0.816632,0.120842,0.926729,0.069757,0.196123,0.196091,0.046218,0.017678
4,0.949410,0.006120,0.907325,0.004970,0.000181,0.000172,0.041803,0.003625
5,0.944753,0.005246,0.902461,0.029093,0.003296,0.003274,0.029497,0.016279
6,0.943942,0.002174,0.893073,0.019885,0.000134,0.000122,0.037572,0.005800
7,0.749624,0.198378,0.958828,0.040687,0.333774,0.333373,0.024244,0.004424
8,0.774916,0.181380,0.951569,0.047838,0.268137,0.267756,0.043731,0.007283
9,0.951584,0.002488,0.909789,0.010941,0.000054,0.000017,0.032052,0.022666
10,0.943755,0.001714,0.913981,0.001195,0.012992,0.012937,0.029648,0.004177
11,0.943181,0.001358,0.895851,0.013830,0.000048,0.000007,0.023290,0.008446
12,0.719840,0.003083,0.993035,0.002403,0.400934,0.041500,0.052794,0.009495
13,0.946608,0.003546,0.923658,0.000363,0.012991,0.012982,0.020569,0.014811
14,0.953206,0.000492,0.913342,0.015458,0.000251,0.000201,0.020171,0.012024
15,0.773093,0.184014,0.952149,0.047062,0.268184,0.267837,0.044625,0.002144
16,0.827246,0.127500,0.948861,0.048092,0.197163,0.197113,0.043059,0.017518
17,0.955102,0.003162,0.918720,0.008175,0.001154,0.001108,0.033194,0.025143
18,0.843222,0.104471,0.953851,0.038833,0.187975,0.187929,0.034735,0.012062
19,0.952199,0.000323,0.910728,0.014785,0.000038,0.000008,0.044193,0.011544
20,0.946214,0.006564,0.926082,0.000873,0.020004,0.019368,0.024158,0.011859
