round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.745570,0.103534,0.387528,0.205758,0.002536,0.002667,0.085435,0.010601
2,0.730583,0.219334,0.865396,0.098285,0.295632,0.376241,0.073935,0.012887
3,0.755112,0.117024,0.731523,0.268221,0.218686,0.260386,0.064181,0.012828
4,0.783212,0.103647,0.739002,0.243423,0.157692,0.197776,0.058708,0.013336
5,0.870518,0.006951,0.764556,0.183600,0.056101,0.041118,0.055557,0.013885
6,0.743745,0.203301,0.871863,0.120647,0.292317,0.344008,0.053455,0.013821
7,0.773352,0.182132,0.926894,0.043047,0.268001,0.298623,0.051725,0.013749
8,0.771332,0.181184,0.937107,0.033837,0.274251,0.294455,0.050086,0.013357
9,0.787742,0.131767,0.938644,0.022754,0.227328,0.184834,0.049092,0.013194
10,0.843998,0.100588,0.914889,0.028237,0.145228,0.158366,0.048225,0.013289
11,0.762989,0.200930,0.927373,0.043576,0.280225,0.327170,0.047404,0.013263
12,0.845562,0.088893,0.901751,0.013157,0.125609,0.120275,0.046692,0.013383
13,0.876658,0.054370,0.909745,0.008415,0.089062,0.069250,0.046202,0.013417
14,0.768285,0.190603,0.915351,0.049407,0.264074,0.317938,0.045488,0.013347
15,0.916647,0.020476,0.884316,0.007013,0.021153,0.021273,0.044975,0.013251
16,0.833258,0.096398,0.922416,0.023505,0.164463,0.148977,0.044712,0.013323
17,0.851530,0.103383,0.919291,0.024983,0.138226,0.159963,0.044011,0.013283
18,0.913144,0.022061,0.891931,0.017551,0.029740,0.026148,0.043658,0.013070
19,0.829069,0.120079,0.930171,0.029183,0.181883,0.193761,0.043107,0.012906
20,0.875585,0.062696,0.902194,0.017420,0.111779,0.125141,0.042746,0.012904
